,3946.21 g,4145.83 g,4315.0 g,4511.98 g,4713.46 g,4813.52 g,4992.03 g,5193.54 g,5390.52 g,5589.85 g
866,677342,700284,718729,741562,764511,775963,795944,819094,841723,863939
867,677341,700241,718127,741522,764308,775839,795971,818873,841815,864139
868,677574,700184,718200,741991,764371,775575,796214,818894,841530,864316
869,677437,700036,718590,742080,764091,775614,796333,818660,841005,864147
870,677738,700075,719677,742046,764319,775623,796355,818641,840636,864026
871,677710,700056,720223,742045,764505,775785,796180,818835,840266,863610
872,677713,700281,720422,741678,764570,776066,795852,False,840470,863478
873,677814,False,720042,741437,764860,775928,795932,-1,840989,863643
874,677529,700310,718795,741172,764874,776002,796064,818906,841573,863693
875,677251,700260,718334,741397,764803,775946,796004,818895,842066,863940
876,677238,700021,718135,741772,764665,775839,796330,818933,842195,864027
877,677470,700153,718609,742079,False,775803,796208,819078,841998,864004
878,677789,700066,719507,742356,-1048577,775807,796281,819030,841579,864017
879,677824,700274,720122,742103,764340,775726,796311,819079,840929,863715
880,677747,700361,720604,741650,764203,775768,796149,818905,840644,863674
881,677608,700448,720323,741598,False,775869,796093,818752,840180,863471
882,677469,700726,719401,741264,764280,776262,795864,818842,840139,863470
883,677555,700568,718647,741102,764425,776042,795919,818816,840843,863872
884,677446,700270,718178,741279,764057,775784,796090,819194,841291,863808
885,677468,700133,718574,741591,764386,775976,795992,818983,842006,864013
886,677665,700083,718875,741910,764751,776006,796217,818772,842282,864066
887,677546,700226,719354,False,764902,775978,796249,818892,841920,863929
888,677635,700262,720028,5636095,765010,775756,796120,818719,841422,864167
889,677537,False,720193,742037,764838,775667,796074,818853,840634,863966
890,677458,699981,720351,741907,764640,775990,795974,818952,840209,863727
891,677543,700261,719684,741544,764068,776047,796034,818808,840219,863666
892,677361,700227,718711,741256,763714,776153,796021,819038,840478,863570
893,677539,700380,718449,741067,764002,775993,795728,818950,841288,863739
894,677644,700343,718484,741183,764233,775732,795866,818969,841717,863551
895,677500,700143,719052,741713,764645,775869,795939,819071,841549,863494
896,677712,700207,719694,742009,764919,775569,796233,819061,841480,863623
897,677575,700012,720332,742144,764881,775596,796373,819146,841298,863522
898,677478,700183,False,741965,764743,775896,796202,818779,841377,863916
899,677491,700210,719656,741699,764551,775910,796334,818729,841148,864284
900,677454,700233,719916,741372,764663,776163,796127,818804,840994,864410
901,677679,700513,720158,741022,764670,776087,795907,818532,False,864224
902,677696,700532,720191,741260,764318,775790,795852,818798,840962,863752
903,677656,700361,719617,741589,764415,775636,False,818999,841339,863544
904,677797,700202,719284,741646,764303,False,4075519,818958,841568,863606
905,677674,699820,718844,742074,764373,775728,795957,819150,841845,863351
906,677618,700181,718567,742006,764641,775854,796171,818975,841585,863436
907,677612,700149,718949,741665,764463,776214,796172,818855,841202,863212
908,677475,700171,719130,741541,764663,776162,796560,818915,841064,863922
909,677636,700319,719589,741209,764647,776056,796364,818935,840739,864287
910,677657,700181,719783,741196,764626,775894,796085,819047,840878,864539
911,677536,700305,720045,741275,764638,775791,795997,818980,840620,864504
912,677578,700318,720110,741476,764448,775747,795653,818870,840936,864345
913,677520,700101,719432,741925,764614,775730,795552,819167,841473,863756
914,677719,700121,719329,741943,764662,775888,795602,818966,841573,863071
915,677590,700026,719138,741980,764240,775854,795900,818895,841803,862897
916,677588,700077,718778,741926,764321,775788,796506,818980,841721,862748
917,677568,700314,718807,741457,764350,776156,796715,818936,841310,863140
918,677241,700197,718937,741288,764634,776158,796651,818931,840939,863868
919,677484,700327,719338,741139,764985,776114,796202,818695,840552,864441
920,677579,700283,719631,741298,765078,775854,795791,818720,840716,865171
921,677489,700219,719625,741719,765027,False,795591,819009,841040,865019
922,677704,700288,719497,742012,764620,1550797,795331,818819,841229,864135
923,677568,700157,719313,742308,764146,16881,795650,818846,841729,863393
924,677468,700245,719106,742022,764122,775620,796263,818633,841678,862920
925,677437,700223,719143,741722,763886,775820,796441,818746,841346,862912
926,677487,700202,719314,741554,764291,775917,796602,819205,841009,863231
927,677833,700421,719580,741441,764450,776257,796366,818952,840564,863775
928,677635,700170,719521,741591,764487,776094,796038,818965,840646,864705
929,677471,700052,719370,741713,764799,775816,795962,818789,840868,864793
930,677567,700114,False,741520,764629,775695,795823,818780,841138,864752
931,677447,699939,719240,741849,764676,775498,795872,818978,841446,False
932,677620,700207,719389,741741,764630,False,795676,818881,841778,False
933,677583,700145,719137,741726,764377,775924,795700,819030,841945,863148
934,677514,700091,719260,741726,764274,775595,796435,819115,False,862722
935,677523,False,719497,741497,764105,775663,796570,818782,842299,862500
936,677479,700240,719652,741740,764264,775845,796627,818918,842408,862859
937,677516,700004,719497,741737,764361,775857,796424,818840,841833,863739
938,677367,700111,719064,741875,764316,776069,795944,818899,840994,864555
939,677459,700232,718909,741838,764675,776085,795763,818936,840645,865126
940,677580,700223,719030,False,764818,775946,795503,818648,840439,865317
941,677472,700316,719192,1974271,765067,775876,795710,818958,840356,864615
942,677450,700259,719577,741614,765186,775676,796102,819080,840711,863979
943,677363,700462,719859,741498,764636,775763,796393,818752,840980,863033
944,677448,700181,719816,741463,764472,775795,796778,818889,841630,862434
945,677745,False,719579,741659,764291,775542,796655,818941,842067,862640
946,677583,False,719074,741782,763947,775792,796200,819076,842087,False
947,677501,700302,718938,741854,764147,775973,795987,818795,841803,6906151
948,677468,700187,718864,741672,764334,775787,795573,818693,841043,864084
949,677398,700076,718985,741143,764427,False,795525,818931,840485,864318
950,677687,700119,719406,741405,764567,-4972545,795783,818922,840437,864527
951,677504,700005,719579,741642,764489,776018,796111,819033,840838,864870
952,677351,700281,719902,741809,764695,776072,796559,819130,841328,864566
953,677650,700312,719840,741971,764644,776012,796759,818996,841570,864171
954,677510,700081,719432,741694,764450,776208,796640,819092,841663,863777
955,677577,700283,719198,741674,764641,775934,796086,818906,841534,863263
956,677650,700054,718746,741548,764406,False,795464,818807,841153,863198
957,677483,700143,718955,741480,764415,3102855,795509,818909,841102,863238
958,677628,700214,719085,741681,764522,388853,795411,818800,840921,863371
959,677570,700070,719285,741616,764488,775879,795792,818979,840775,863621
960,677629,700321,719730,741676,False,775789,796553,818992,840862,863823
961,677589,700388,719877,741749,False,776109,796832,818952,841029,864141
962,677513,700239,719809,741770,764498,776034,796909,819060,841543,863974
963,677571,700319,False,741936,764472,775894,796346,818789,841571,False
964,677569,700190,719039,741702,764603,776054,795592,818947,841540,863814
965,677503,700123,False,741590,764414,775719,795241,819089,841456,863828
966,677627,700162,719011,741459,764368,775813,794971,False,False,863740
967,677532,False,719306,741368,764280,775739,795381,818902,840931,863430
968,677645,-1048577,719428,741379,764172,775603,795977,819129,841145,863483
969,677594,700117,719344,741292,764542,False,796569,819037,841597,863523
970,677506,700003,719721,741415,764406,775594,797183,818906,841823,863894
971,677563,False,719686,742002,764659,775723,796976,819144,842056,864252
972,677298,700031,719487,742394,764901,775695,796330,819036,841617,864134
973,677400,700091,719175,742402,764632,775739,795740,818842,841047,864302
974,677492,700119,718893,742034,764724,776212,795052,819060,840479,863963
975,677366,700116,719209,741537,764520,776146,794964,818904,840129,863729
976,677735,700322,719206,741417,764382,776189,795499,818728,840430,863401
977,677643,700188,719363,741002,764310,776008,796259,818713,840833,863108
978,677454,700228,719705,740955,764201,775696,796949,818808,841451,863563
979,False,700084,719759,741398,764473,775736,797027,819188,841991,864111
980,-5304833,699947,719773,741976,764498,775599,796890,819127,841979,864630
981,677428,700065,719411,742425,764665,775450,796287,False,False,864764
982,677408,False,719084,742191,764889,775804,795314,818840,841564,864435
983,677507,700070,718981,741996,764796,775800,794895,818799,841922,863931
984,677302,700165,718933,741776,764689,False,794987,818721,841989,863216
985,677569,699818,719082,741344,764377,775808,795678,818728,841754,863063
986,677584,699967,719284,741192,764180,775884,796403,818892,841262,863129
987,677731,699994,719346,741290,764426,775934,796859,818960,840943,862949
988,677652,699990,719658,741430,764484,775889,796924,819172,840652,863262
989,677525,700306,719476,741869,764680,775932,796528,818984,840588,864076
990,677561,700235,719297,741909,764528,776025,795903,818801,841065,864775
991,677456,700235,719262,742150,764360,775839,795387,818948,841178,865221
992,677354,700167,719036,742016,764591,775714,794937,818749,841725,864845
993,677388,699945,719279,741603,764387,775792,795415,818907,841994,864036
994,677375,700108,719233,741475,764502,775646,795936,818892,841716,863209
995,677549,699982,719442,741114,764596,775899,796452,818678,841216,862774
996,False,699988,719738,741229,764544,False,796796,818956,840435,862916
997,677408,700217,719483,741443,764790,3103527,796701,819033,840438,863207
998,677258,700305,719241,741675,764696,388710,796506,819021,840753,863604
999,677461,700272,719121,742031,764424,775908,796015,818876,841143,863972
