,0.0 g,72.65 g,272.25 g,471.56 g,673.02 g,872.42 g,1148.61 g,1345.57 g,1544.88 g,1744.3 g,1943.91 g,2073.13 g,2272.74 g,2472.04 g,2671.46 g,2868.42 g,3149.09 g,3345.72 g,3545.14 g,3716.65 g,3913.6 g,4113.02 g,4312.33 g,4513.81 g,4792.61 g,4992.03 g,5193.52 g,5392.82 g,5589.76 g,5789.34 g,5889.38 g,172.7 g,118.07 g
681,225339,120981,143888,166506,189889,212757,243864,266246,6906367,311678,334439,349489,372248,394930,417212,440047,472371,494757,517232,537204,560660,582393,7546367,629433,659580,False,705362,727748,750435,773742,785251,132334,126064
682,17314,121168,143652,166389,189458,212427,243699,266379,289085,311762,334838,349195,372189,395666,417430,440064,472672,494846,517106,536952,560751,582477,604771,629050,659976,682733,705198,727770,750681,773479,784724,132462,126264
683,113022,121005,143826,166691,188996,212384,243645,266418,289115,312158,334768,349462,372085,395476,417469,440180,472855,494666,517539,536963,560173,581970,605162,628605,660281,682747,704786,728343,750319,773562,784982,132549,126150
684,112834,121127,143905,166597,189350,212164,243942,266520,288931,312016,334668,349582,372084,395486,417989,440008,472332,494249,517366,536694,559617,581915,605147,627757,659954,682833,704962,728851,750753,773670,785002,132386,126218
685,112881,121105,143887,166621,189794,212303,243724,266231,289380,312016,334895,349467,372221,395054,418159,440373,472118,494615,517556,536593,558693,581824,605427,626797,660037,682696,705524,729144,751317,773396,784874,132504,126239
686,112743,120842,143964,166604,189792,212694,243882,266191,288966,311960,334549,349598,371986,394581,417685,440218,471390,494666,517585,536952,558478,False,605151,627005,659780,682208,705968,729284,750843,773762,785204,132307,126248
687,112810,121094,143542,166429,190182,212526,243817,266116,288798,311864,334516,349210,372152,394675,417722,False,471280,494727,517592,536922,558704,582170,604938,627198,659638,682482,706537,728817,751269,773742,784829,132359,126508
688,112568,120774,143709,166695,189461,212484,243578,266134,289088,312107,334696,349341,371969,394578,417297,439840,471821,494747,517561,537234,558929,581588,604808,627947,659581,682607,706176,728510,750837,773594,784811,132356,126150
689,112643,120984,143684,166500,188835,212144,243852,266454,289085,311964,334646,349411,372091,394697,417244,439700,472017,494669,517131,537436,560119,581672,604626,628709,659638,682805,705987,727819,750665,773535,784824,132305,126405
690,112964,121090,143894,166710,188880,212029,243895,266341,289446,False,334643,349216,372526,394782,417377,440160,472686,494917,517473,536981,560468,581930,605013,629046,659874,682845,705316,727464,750674,773450,784715,132684,126303
691,112795,120979,143831,False,189231,212380,243966,266392,289298,-3670017,334465,349488,372332,395014,417422,440478,472995,494295,517446,536998,560673,582288,605190,629268,659906,682437,704717,728000,750341,773972,784955,132333,126086
692,112925,121148,143518,-7340033,190117,212385,243796,266151,289283,312105,334686,349268,372420,395235,417928,440426,472960,494315,517171,536655,560171,582610,605056,628423,660289,682541,704778,728160,750736,773727,784830,132355,126414
693,112829,120903,143866,166550,189790,212482,243929,266072,288938,311791,334758,False,372164,394906,417812,440602,472704,494737,517321,536548,558947,582528,604960,627765,660354,682298,704953,728668,750684,773453,785121,132571,126260
694,112797,120999,143838,166774,189460,212205,243939,266430,288652,311875,334577,-1,371941,394978,417976,440221,471716,495005,517220,536725,558443,583001,604685,626979,660053,682340,705554,729066,False,773496,785137,132307,126236
695,112959,121186,143946,166424,189691,212111,244042,266305,289057,311797,334676,349635,False,394816,418087,440138,471281,495223,517424,536811,558205,582520,605011,626571,659671,False,706069,728965,-1,773306,784948,132434,126317
696,112802,False,144056,166611,189644,212273,243484,266379,289139,311948,334425,349395,371941,394558,417632,439964,471174,494812,517528,537330,558906,581929,604998,627318,659239,683026,706200,728769,751166,773723,785035,132377,126135
697,112953,-4100097,143743,166490,189721,212158,243631,266391,False,312261,334666,349608,372146,394610,417626,439805,471630,494600,517462,537626,559653,581812,605142,627902,659210,682551,706340,728299,750582,773720,784885,132560,126371
698,112863,121178,144016,166641,189339,212565,243737,266179,-2898433,311968,334589,349391,372338,394590,417352,440096,472839,494401,517737,537470,559880,581616,605326,False,659473,682311,705653,728223,750895,773919,785047,132496,125965
699,112774,121105,143839,166723,189371,212483,243845,266246,289194,311762,334486,349352,372568,395062,417274,439952,473111,493970,517396,536988,560361,581975,604974,-3425537,659586,682344,705315,727724,750727,774102,785056,132365,False
700,113051,121080,143726,166315,189656,212289,244057,266132,288845,311544,334904,349326,372334,395245,417472,440245,473144,494182,517367,536457,560052,582391,605239,628978,659934,682089,704807,727430,750762,773762,784858,132663,126189
701,112772,121239,143891,166464,189456,212384,243700,266345,288972,311727,334717,349064,False,395178,False,440581,472550,494225,517363,536638,559686,582729,605042,628738,659716,682229,704551,727938,750871,773649,785185,132380,126040
702,112824,121047,143695,166666,189722,211980,243633,266561,289033,312038,334571,349382,372513,395336,418035,440208,471593,494905,517263,536595,559422,582968,604712,628221,659874,682103,False,728239,750463,773389,785129,132481,126350
703,112709,121218,143815,166508,189386,212312,243745,266231,289103,311910,334614,349180,372281,394840,417877,440192,471323,495387,517421,536838,558792,582438,604809,627306,660117,682492,705824,728920,750771,773359,785269,132561,126113
704,112677,121085,143781,166569,189383,212338,243925,266205,289164,312178,334631,349393,372125,394678,417847,439857,471209,495028,517372,537110,559189,582381,604617,627073,659747,683386,705971,False,750676,773610,785240,132397,126207
705,112877,121031,143587,166492,189765,212134,244072,266139,288894,311877,334860,349678,371822,394613,417423,439734,471992,494945,517370,537036,559440,581985,605068,626958,659915,683585,705718,728603,750947,773780,785004,132519,126259
706,112845,121073,143810,166550,189406,212370,243846,266481,289195,311679,334563,349586,371718,False,417678,440075,472542,494311,517309,537221,559751,581881,604839,627374,659810,683503,705811,727915,751160,774049,785009,132405,126062
707,112789,120905,143702,166538,189445,212319,243877,266465,288960,311980,334757,349720,372008,-4194305,417646,439963,472806,494345,517249,536889,559837,582054,604615,628049,659592,682575,705301,727804,750905,773630,784659,132482,126264
708,112567,121292,143635,166475,189372,212341,243823,266273,288988,311936,334842,349219,372302,394872,417808,440292,472884,494500,517721,536995,560059,581847,605162,628600,659755,681664,705053,727599,751127,773505,784772,132259,126080
709,112662,121234,143623,166698,189289,212339,243769,266357,289427,312012,334588,349021,372572,394743,417946,440179,472333,494330,517575,537032,559572,582339,605496,628869,659672,681433,705259,727647,750700,773385,784870,132238,126130
710,112957,121331,143765,166464,189700,212092,244076,266128,289250,311828,False,348893,372229,395062,False,440338,471989,494753,517665,536689,559029,582659,605903,628590,659989,681445,705175,728424,750666,773200,784867,132546,126365
711,112795,False,144003,166538,189545,212274,243930,266104,289262,311938,334665,348880,372034,395262,417815,440366,471829,494753,517518,536750,558983,582594,605503,False,659783,682112,705572,728643,750686,773617,785181,132352,126187
712,112853,121080,143720,166659,189785,212176,243941,266352,289017,312016,334658,349618,372022,395305,417797,439947,471758,494854,517287,536583,559101,582497,604748,2512587,659750,682536,705456,729045,750603,773443,784967,132449,126389
713,112697,121040,143786,166410,189742,212590,243877,266350,False,311573,334852,350003,371635,395464,417907,440174,472244,495010,517368,536801,559112,581951,604419,315083,659721,683057,705784,728882,750828,773507,785055,132650,126072
714,112757,121083,143825,166551,189511,212698,243620,266569,-4653057,312070,334543,350032,371725,395013,418095,440047,472348,494977,517314,537137,559813,581986,604263,627332,659442,683554,706125,728316,750569,773637,784913,132452,False
715,112930,121171,143555,166479,189461,False,243657,266423,289263,312031,334539,349969,371643,394822,417375,439998,472535,494947,517707,537181,560278,581794,604729,627236,659837,683048,705648,727884,750872,773614,784649,132571,-628993
716,112612,120957,False,166556,189232,212514,243465,266354,289149,312015,334581,349281,372036,394525,417322,440163,472817,494337,517519,537448,560071,581750,605109,627980,False,682677,705494,727303,751096,774035,784991,132349,126219
717,112725,121137,143670,166603,189605,212195,False,266319,289333,311993,334468,349092,372747,394319,417217,440017,472292,494340,517349,537172,559935,582252,605429,628338,659991,682112,705161,727467,750909,773703,785017,132557,126169
718,112709,False,143909,166473,189489,212321,243859,266305,289009,311730,334757,348769,372570,394893,417061,440223,472083,494514,517603,536790,559139,582358,605657,628875,659693,681885,705212,727477,751033,773362,785025,132604,126489
719,112661,484271,143854,166598,189271,212543,243577,266686,288907,311961,334395,348897,372629,395061,417495,440255,471654,494388,517382,536859,False,False,605225,628957,659978,681872,False,728083,750451,773227,785090,132242,126437
720,False,61372,143895,166426,189530,212548,243413,266377,289058,311844,334638,349636,372288,395443,417520,440170,471748,494841,517408,536384,560394,582231,605129,628408,659616,681880,1411133,729029,750395,772806,785107,132537,126375
721,225713,121127,143970,166543,189626,212693,243845,266424,288780,311761,334940,349816,371843,395407,417953,440225,472252,494633,517295,536606,False,582295,604768,628089,659543,682547,17315,False,750600,773405,785083,132235,126197
722,17450,121073,143628,166591,189709,212360,243777,266558,289058,False,334780,349902,371658,394978,417992,440000,472459,494930,517194,536677,2239683,582567,604679,627316,659814,683074,705774,5832599,750414,773790,784650,132401,125943
723,112763,121098,143861,False,189516,212326,243980,266303,289138,312018,334815,349639,371425,394857,False,440212,473034,494857,517369,537019,280651,582449,605065,626847,659641,683467,705537,729270,750791,773942,784796,132603,126117
724,112955,121160,143707,166496,189154,212238,243735,266528,289114,311806,334620,349348,371826,394387,835811,440156,472724,494682,517190,537486,559070,582238,604985,627061,659853,683424,705871,728749,750899,773995,784940,132450,125771
725,112667,120844,143666,166608,189396,212182,243631,266232,289241,311835,334803,349188,372181,394458,17387,439999,False,494851,517491,537291,558673,582302,605336,627646,659689,682777,705927,727875,751052,773682,784784,132678,126024
726,112742,False,143872,166440,189630,212560,243891,266319,288974,311640,334723,348863,372655,394625,417825,440106,471258,494199,517539,537478,558996,581949,605187,628570,659865,682477,705687,727568,750923,773845,785038,132515,126145
727,112933,-6291457,143587,166583,189794,212275,243625,266716,289273,311911,334504,349021,372865,394552,417387,439944,471787,494376,517415,537042,559501,582156,604933,628865,659948,681698,705552,727179,750575,773465,784848,132514,126050
728,112698,120863,143852,166379,189454,212102,243868,266264,289168,311768,334707,False,372290,395003,417672,440445,472152,494582,517751,536646,-1,581931,604846,628831,659529,681560,705157,727531,False,773265,785078,132363,126230
729,112876,120685,143821,166518,189231,212211,243986,266154,289139,311745,334439,350078,371989,395283,417502,440466,472751,494572,517421,536252,559834,581992,604600,628439,659669,681895,705205,728167,750957,773362,785154,132034,126188
