,0.0 g,72.65 g,272.25 g,471.56 g,673.02 g,872.42 g,1148.61 g,1345.57 g,1544.88 g,1744.3 g,1943.91 g,2073.13 g,2272.74 g,2472.04 g,2671.46 g,2868.42 g,3149.09 g,3345.72 g,3545.14 g,3716.65 g,3913.6 g,4113.02 g,4312.33 g,4513.81 g,4792.61 g,4992.03 g,5193.52 g,5392.82 g,5589.76 g,5789.34 g,5889.38 g,172.7 g,118.07 g
205,112641,120996,143764,166375,757927,212518,243773,266610,288860,311382,334334,349410,False,393926,417949,440207,472244,494455,517583,537201,559104,582364,605082,False,False,682532,705271,727985,750704,773701,785456,132671,126291
206,112830,121008,143964,166561,95518,212245,243846,266410,288977,311443,334078,349899,372438,394126,417818,440603,472265,494755,517459,537064,559412,582211,605122,False,2640539,682738,705109,728333,750675,773778,785568,False,126491
207,112770,120950,143772,166797,189654,212404,243524,266460,288903,False,334702,349943,372269,394841,417646,440557,471809,494644,517614,536954,560045,581862,605385,-5734401,330371,682464,705362,728401,750833,773927,785021,132556,False
208,112602,121248,143915,166567,189429,212152,243580,266155,289176,623615,334839,349893,372370,395298,417293,440487,471873,494915,517447,536886,559976,582179,605645,627648,660398,682462,705323,728350,750647,773484,784847,132344,126399
209,False,120976,143635,166625,189509,212232,False,266258,289087,17437,335073,349516,371942,395861,416968,440412,472114,494861,517107,536751,559856,581935,605232,627668,660223,682310,705684,728482,750982,773595,784732,132692,126101
210,112546,121187,143856,166391,189720,212519,243933,266406,289365,311650,334829,349186,371857,395584,417623,439838,472371,494796,517308,536943,559598,581804,604958,627431,659922,682108,705687,728204,750696,773460,784511,132486,126237
211,112605,121244,143894,166496,189556,212319,243454,266292,289204,312200,334554,348664,371869,395126,417955,440059,472627,494894,517081,536897,558964,582060,604246,627770,659195,682520,705804,728314,750599,773295,784904,132566,126481
212,112772,121085,143671,166635,189738,212251,243641,266610,288940,312257,334554,348410,371704,394750,418330,440020,472445,494503,517147,537021,558979,582303,603924,628221,659199,682568,705969,728141,750801,773881,784870,132312,126403
213,112677,121222,143938,166452,False,212071,243907,266361,289298,312466,334319,349252,372279,394120,418213,440077,472425,494561,517266,537192,559016,582951,604237,628159,659327,682774,705509,728172,750934,773640,785173,132392,126507
214,112899,121060,143877,166834,189569,212184,244000,266385,289012,312011,334756,349636,372521,394468,417697,440428,472129,494383,517371,536942,559521,582712,604705,628390,659599,682767,705441,728396,751272,773663,785450,132749,126101
215,112716,121197,143885,166558,189603,212406,244119,266652,289185,311593,334801,350152,372657,394721,417628,440358,471624,494472,517898,537115,559952,582266,605580,628206,660009,682591,705362,728213,751052,773562,785183,132364,126157
216,112792,121170,143914,166464,189639,212202,243829,266559,289204,311573,334787,350057,372527,395109,False,440468,471760,494921,517737,537210,559898,581816,605550,628157,660049,682821,705329,728459,750908,773424,785211,132420,126118
217,112881,120830,143690,166465,189770,212270,243873,266436,288942,311463,334911,349596,371958,395452,417885,440288,471690,494672,517591,False,560213,581428,605551,627943,660507,682295,705964,False,750667,773592,784591,132331,126031
218,112607,121195,144036,166286,189480,212252,243650,266047,289131,311927,False,349357,372095,395269,417735,440220,472097,False,517499,537341,559924,582091,605521,627587,660128,682014,705885,-5119777,750257,773546,784463,132255,126426
219,112732,121098,143912,166640,189523,212437,False,266030,288982,312234,334731,348744,371907,395397,417305,440268,472585,494501,517227,537192,559447,582336,604833,627923,659728,681859,705886,365007,750783,773997,784756,132505,126121
220,112553,121119,143776,166509,189595,212529,244065,266270,289088,312039,334535,349016,372324,394932,417055,439894,472472,494379,517490,537118,559185,582730,604720,627662,659526,682059,705586,728656,750674,773711,784725,132348,126250
221,112843,121071,143816,166566,189435,212066,244079,266079,289262,312071,334527,349251,372101,394538,417456,440023,472663,494515,517398,536475,558953,False,604501,627755,659228,682977,705423,728561,750857,773480,785397,132555,126107
222,112833,120904,143531,166609,189789,212114,243633,266492,289144,311596,334260,349461,372075,394537,417535,440076,472133,494635,517452,536565,559401,582178,604578,628126,659501,683550,705585,728187,751070,773749,785055,132641,126074
223,112562,121170,143780,166335,189690,212497,243333,266521,289425,False,334680,349679,372332,394343,417833,440257,471982,494974,517479,536750,559502,581799,604917,False,659678,683679,705252,728477,750733,773769,785188,False,False
224,112835,120925,143792,166698,189601,212854,243162,266430,False,6368895,334842,349319,371834,394830,418035,440412,472045,494674,517430,536830,559678,581751,605001,6647103,660102,683092,705552,728336,750882,773817,785377,-2097153,126369
225,112701,120921,False,166676,189651,212499,244055,266436,289153,312037,334825,349579,371817,395106,417887,440308,471734,494658,517780,537539,560108,582161,605601,628334,660221,681836,705660,728111,750844,773624,784798,132685,126334
226,112664,121012,143843,166605,189456,211729,244770,266147,289198,311882,334764,349448,371867,395668,418068,440304,472046,494663,517500,537235,560026,581966,605460,627900,660107,681486,705552,728123,750883,773363,784851,132506,126142
227,112634,120886,143707,166551,189703,211810,244641,266515,289063,312177,334120,349075,371927,395846,417623,440066,472087,494399,517518,537120,559980,582380,605273,627709,660249,681738,705761,728232,750883,773330,784616,132582,126354
228,112477,121185,143892,166432,189223,212279,243555,266496,289259,311784,334351,349364,372428,395329,417514,440240,472544,494903,517471,536990,559232,582509,605177,627579,659646,682633,705389,728576,750925,773298,784796,132587,126238
229,112807,121169,143866,166612,189200,212578,242473,266515,289037,311484,334604,349451,372302,394834,417422,440204,472904,494897,517300,536794,558731,582571,604596,False,659558,683287,705478,728577,750520,773837,785070,132520,126269
230,112759,121175,143572,166446,189408,212679,243008,266610,289238,311656,334778,349675,372388,394071,417386,439773,472504,494798,517515,537030,558824,582815,604761,7995391,659487,683075,705300,728534,750570,773946,784831,132643,126192
231,112767,121352,143888,166578,189223,212110,244335,266185,288888,311975,335090,349489,372216,393817,False,440061,472348,495046,517290,536882,558849,581955,604625,627768,659429,682868,705104,728320,750841,773834,785295,132311,126046
232,112922,121130,143864,166755,189689,212097,244958,266162,288757,312350,334716,348772,371827,394393,139263,False,471710,494605,517589,False,559576,581613,604639,627775,660058,682170,705324,728011,750761,773685,785313,132558,126267
233,112756,121268,143765,166501,189681,212112,244269,266136,289276,312052,334532,348867,372060,394875,417966,440732,471560,494601,517737,4194303,559869,581780,604938,628100,660351,682338,705189,728391,750939,773157,785390,132624,126091
234,112751,121094,143938,166481,189658,212361,242855,False,289235,312129,334395,349004,371953,395643,418349,440738,471813,494765,False,536869,560191,582458,604967,628369,660421,682487,705689,728449,750924,773259,785324,132347,126172
235,112722,121103,143622,166180,189615,212735,False,266815,289240,311848,334401,349672,372117,395786,418327,440171,472033,494987,517257,536802,560125,582739,605430,628285,660101,682299,705846,728561,750925,773252,False,132517,126376
236,112738,120985,143863,166507,189346,212327,244538,266919,289127,311390,334807,350381,372218,False,417692,439455,472880,495206,517382,537176,559078,582365,605125,628310,659600,682539,705623,728451,750865,773486,784416,132175,126229
237,False,120941,143857,166642,189599,212165,244970,266472,289001,311805,334708,350156,372017,394693,417398,439639,472673,494781,517377,537181,558847,582168,604833,628017,659530,682204,705649,727913,750772,773742,784634,132333,126485
238,112649,121345,143761,166488,189464,211946,244062,266188,289119,311790,334723,349600,372363,395251,416882,False,472558,494558,517100,537376,558775,581884,605020,627909,659302,682434,705374,727997,750828,773623,785291,132527,126306
239,112759,121240,143912,False,189518,211955,243319,265988,288758,312076,334476,348635,372112,396005,417104,878871,472291,494115,517454,537251,558919,582051,605050,False,659743,682798,705418,727716,750644,773873,785398,132334,126392
240,112616,121180,143785,166796,189525,212719,242933,266456,289114,312181,334374,348376,372265,396055,417570,17430,471777,494067,517271,536923,559592,582817,605222,4980735,660091,683062,705189,728094,750899,773512,785570,132663,False
241,False,121181,143909,166497,189430,212842,243291,266771,289321,311765,335053,348703,372262,395578,418071,440660,471901,494376,517479,536820,559639,582856,604844,627521,659799,683063,705119,728429,751043,773499,785343,132273,-2363393
242,7214591,120976,143876,166513,189680,212462,244454,266817,289146,311680,334866,349308,371870,394907,418604,441068,471833,494642,517584,536477,559928,582524,604384,627812,660126,682303,705506,728225,750980,773642,785186,132275,126050
243,112925,False,143668,166396,189511,211861,244766,266669,289283,311375,334632,350303,372012,393772,418447,441266,472046,495177,517349,536877,559855,581588,604493,627819,659904,682130,705442,728609,751103,773406,785024,132475,126241
244,112577,121108,143832,166384,189508,211645,244474,265988,288920,311908,334372,350465,371834,393615,418123,False,472375,495154,517478,537296,559558,581236,604524,628158,659813,682107,705655,728439,750838,773813,784546,132247,126320
245,112686,120829,143830,166553,189799,False,243376,265813,288914,312215,334403,350077,372066,394174,417410,439588,472368,494634,517298,537427,559211,581608,605010,628324,659831,682393,705687,728427,750843,773726,784639,132520,126343
246,112520,121071,143955,166603,189475,6800671,242821,266415,289002,311999,335081,349473,372312,394811,416630,438907,472786,494590,517494,537601,558791,582055,605157,627827,659834,682947,705806,728285,750829,False,784574,132484,126351
247,112542,121052,143943,166746,189690,212753,243737,266611,289060,311946,335067,348757,372204,395767,416691,439128,472392,494315,517544,537034,559095,582853,605287,628002,660047,683090,705932,727940,750636,-1048577,784966,132598,126154
248,112830,121064,143827,166384,189640,212772,244360,267075,289542,311446,334754,348527,372409,395799,416993,439899,472171,494687,517321,536669,559178,582782,605484,627875,659745,682931,705448,728244,750857,773853,785339,132557,126491
249,112581,121058,144019,166302,189524,212447,244524,266668,289180,311578,334072,348495,372204,395678,417686,440470,472175,False,517537,536337,559515,582513,604874,627819,659806,False,705407,728083,750750,773753,785289,132147,126517
250,112886,120893,143904,166356,189640,211968,243897,266075,288931,311859,333685,349161,371984,395140,418776,441346,471836,494909,517262,536436,559984,582345,604807,627879,659916,682657,705280,728397,750844,773851,785669,132337,126346
251,112958,121190,143875,166452,189401,212273,False,265847,289028,311866,334551,349930,372061,394464,418853,441335,471985,494595,517488,537187,559734,581962,604740,627898,659802,683403,705236,728854,750983,773728,785053,132260,126308
252,112937,120996,143857,166840,189583,212458,-1,265951,289049,312123,335243,350117,371664,394275,418666,440962,472131,494753,517389,537514,559729,582265,604789,628254,660168,683308,705714,728639,750822,773477,784591,132426,126246
253,112960,121008,143870,166566,189523,212632,243759,266647,289435,311975,335805,350339,371804,394039,417637,440349,472174,494915,False,537627,559338,582180,605143,628136,659902,682773,705823,728792,750963,773498,784674,132673,126327
254,112610,121108,143976,166552,189574,212688,244072,266599,289334,311795,335271,349777,372169,394581,416897,439233,472212,494844,517449,537221,558996,581792,604852,628139,659754,682518,706045,728638,750640,773198,784402,132554,126236
255,112771,121023,143576,False,189774,212181,244315,266552,288988,311700,333740,349070,372404,395227,416582,438957,472173,494930,517379,536644,559123,581893,604989,628071,False,681841,705949,728219,750521,773678,784793,132608,126242
256,112760,121330,143661,166723,189490,212245,244160,266229,288758,311492,333365,348694,372378,395260,416435,438984,472409,494526,517222,536407,558848,581616,604813,627600,660072,681980,False,728120,750637,773835,785193,132128,126228
257,112673,121069,143820,166562,189738,212410,243573,265745,288714,312177,333812,348318,372034,395708,417624,439507,472251,494630,517547,536367,559173,582460,604857,627586,659868,682032,-5487057,728001,750778,773920,785550,132168,126047
258,112805,120957,143887,166673,189498,212735,243693,266335,289167,312210,335101,348969,372056,395349,418634,440665,472300,494452,False,536878,559453,582803,605331,627527,659842,682474,353669,728268,750946,774207,785709,132493,126304
259,False,False,143917,166462,189266,212791,243756,266456,289203,312013,335850,349576,371597,395167,418999,441393,472400,494625,8278303,537084,559858,582781,605190,627869,659537,683508,705259,728157,750575,773712,785362,132500,126135
260,112896,121172,143662,166207,189390,212434,243962,266463,289526,311829,335200,350225,371775,394973,418903,441792,471970,494597,259702,537053,560471,582502,605392,628259,659779,683449,704969,728580,750660,773410,785329,132707,126131
261,112922,120859,143815,166740,False,212280,244107,266346,289467,311432,334162,350450,372077,394631,417980,False,472073,494531,517521,537397,560074,581559,605026,628251,659708,683495,705443,728910,750863,773205,784965,132376,126310
262,112755,120854,143810,166709,189608,211980,243689,265833,288917,311684,333560,349832,371949,394726,417142,262143,471819,494962,517474,537131,False,581636,604550,628436,659572,682616,705490,728588,750669,773192,784611,132339,126060
263,112845,121181,143873,166726,189545,212188,243534,266108,288975,311799,334053,349218,372476,394434,416420,440300,471758,494767,517431,False,558159,581749,604460,627966,660035,681788,705857,728536,751070,773414,784867,132495,126370
264,112555,121039,143932,166643,189441,212424,243357,266447,288971,312063,334845,348672,372648,394882,416499,439428,472148,494705,517625,1613311,558596,582081,604362,627790,659889,681417,706018,728144,750922,False,784749,132309,126433
265,112976,121220,143811,166469,189553,212387,243767,266834,289283,312044,335231,348803,372609,395293,417282,438591,472246,494891,517296,536617,559366,582594,605006,627613,660037,681160,705771,728027,750915,3093379,785148,132579,126247
266,112751,121161,144021,166664,189443,212569,244260,False,289449,311573,335134,349111,372218,395368,417520,438963,472792,494514,517253,536312,560425,582381,605355,627451,659826,682143,705712,728236,750922,387713,785222,132488,126195
267,112612,121273,143846,166618,189582,212291,243930,266367,288942,311659,334266,349287,371789,395653,418316,439489,472820,494407,517233,536962,560621,582211,605202,627897,659604,682922,705227,728214,750598,774081,785407,132415,126223
268,112888,121389,143582,166755,189733,212293,243991,266122,289058,311531,334154,350080,371967,395089,418756,440418,472412,494545,517261,537062,560224,False,605441,627807,659880,683544,705217,728370,750846,773916,False,132422,126205
269,112779,121111,143987,166718,189315,212391,243635,266457,288841,311725,334463,350328,371784,394879,418381,441620,472196,494665,517585,537327,559856,582363,False,628052,659922,683702,705369,728326,750721,773706,1571267,132419,126162
270,112997,121008,143895,166420,189430,212488,243946,266473,288964,312220,334699,349946,371789,394698,417810,441746,471670,494975,517364,537452,559053,581848,604569,628243,659981,683092,705206,728357,750814,773664,17367,132654,126416
271,112856,120934,143796,166701,189669,212755,244640,266588,289272,311862,334962,349503,372058,394479,416823,441430,471677,494746,517418,537070,558884,581811,604461,628102,659680,682730,705626,728625,751063,773271,784745,132387,126161
272,112644,121073,143588,166351,189593,212336,244277,266449,289140,311820,334580,348586,372408,394884,416781,440665,471703,495050,517384,537036,558783,581647,604716,628336,659644,681951,705514,728470,750751,773319,784811,132479,126228
273,112871,121389,143539,166387,189784,212279,243930,266187,289399,311788,334394,348555,372680,395125,417023,439393,471992,494761,517429,536586,558822,581894,604720,False,659942,681512,705654,728527,750884,773424,784547,132641,126308
274,False,121096,143906,166666,189661,212335,243124,266286,288892,311645,334493,348922,False,395353,417700,438693,472566,494393,517789,536542,559442,582528,605083,False,659786,682007,705713,728205,750832,773781,784881,132327,126369
275,112920,120931,143823,166633,189685,212504,243407,265932,288650,False,334475,349563,2979783,395321,418638,438622,472570,494452,517457,537060,559655,582790,605159,627909,660099,682084,705432,727985,750942,773848,785059,132584,126442
276,112689,120852,143735,166705,False,212861,244308,266260,288943,311904,334965,350189,372322,394860,418900,439280,472561,494165,517513,537038,560081,582917,604961,627747,659962,682784,705682,728131,750924,773610,784954,132394,125974
277,112857,120908,143724,166470,189631,212358,244531,266530,289085,311725,334732,349936,372192,394772,419027,439984,472114,494669,517241,537465,560220,582332,605125,627539,660024,683266,705549,728002,750601,773817,785355,132227,126164
278,112788,120994,143582,166526,189735,212004,244365,266548,289502,311967,334537,349956,False,394436,418567,440673,471769,494772,517080,537179,559912,581798,604858,627928,660348,683499,705512,728396,750891,773682,785138,132415,126172
279,112868,120865,143756,166517,189402,False,243355,266474,289332,311858,334486,349428,371999,394492,417915,False,471872,494542,517408,536970,559534,581730,604848,627831,659787,683401,705299,728445,750734,773592,784962,132440,126026
280,112944,121183,143665,166520,189731,-1,243200,266081,289124,311884,334372,False,371973,394904,417574,439238,471728,494730,517442,536723,558811,581501,604855,628134,659531,682469,705279,728395,750745,773521,785016,132631,126371
281,112801,121110,143740,166859,189752,212455,243565,266402,289159,311912,334877,-4472833,372183,395023,417102,440040,472058,494636,517647,536570,558395,581886,604913,628504,659351,682086,705630,728527,750935,773390,784936,132584,126036
282,112923,120851,143986,166642,189492,212740,244047,266600,288917,311569,334817,349126,371894,395333,417271,440837,472208,False,517529,537147,558382,582187,604891,628143,659342,False,705612,728052,750872,773651,785046,132579,126331
283,112572,121096,143697,166582,189703,212565,244555,266360,289143,311902,334691,349187,372139,395336,417101,441091,472403,-1,517368,537085,558970,582790,604725,628178,659816,-6688449,705946,728311,750998,773424,False,132473,126424
284,112594,120932,143918,166606,189401,212366,244094,266421,289170,311921,334538,349644,372019,395266,416817,441278,472815,494877,517679,537074,560223,583180,605134,False,660008,682189,705823,728113,750663,773485,785088,132229,126133
285,112647,120997,143659,166408,189622,212126,243646,266143,289283,312255,334244,349671,372190,395071,417144,440457,472471,494774,517335,537013,560478,582646,605244,1255541,660350,682603,705281,727937,750348,773787,784948,132356,126087
286,112461,121070,False,166696,189494,211917,243346,266449,289509,312424,334741,349368,372371,394284,417383,440001,472347,494772,517326,536916,560693,582379,605131,17370,660291,682724,705338,728027,False,773569,785125,132424,125947
287,112827,121177,-786433,166739,189479,212487,243414,266529,289128,312021,335133,349327,372127,394196,418010,439589,471921,494642,517242,537087,560254,581817,605353,627664,659974,683160,705293,728112,-1,773664,784878,132450,126339
288,112630,121150,143933,166723,189621,212412,244261,266293,289166,311924,335063,349007,372287,394216,418453,439131,471730,494659,517264,536851,559174,581502,604867,627618,659721,682999,705587,728344,750462,773342,784891,132482,126323
289,112837,121039,143662,166691,189426,212279,244360,266478,288979,311693,334604,349435,372011,394453,418543,439490,472597,494576,False,537059,558688,581934,False,627881,659150,682963,False,728261,751313,773307,784987,132448,126165
290,112862,121224,143915,166615,189709,212229,243896,266177,289073,311844,334376,349596,371950,394919,418242,439826,472605,494714,517184,537129,558224,582126,6864895,628368,659344,682759,4653055,728423,751712,773520,784846,132596,126321
291,False,121080,143791,166897,189601,212028,243519,266425,289419,312075,334806,349522,372047,395151,417271,440674,471834,495101,517159,536880,558805,582855,604243,628329,659540,681995,705732,728487,751702,773381,785026,132350,126035
292,6094847,120895,143926,166637,189587,212465,243283,266559,289090,312346,334895,349762,371865,395614,416649,441267,470985,494790,517429,537118,559466,582649,604491,628494,659575,681993,705959,728132,751546,773858,784887,False,126128
293,112837,121208,143823,166617,189895,212576,243765,266341,289143,312028,334794,349451,False,395356,416461,441111,471012,494652,517379,536805,559699,582327,605124,628228,659990,682119,705462,728258,750944,773878,785023,-6103041,126336
294,112583,121077,143627,166560,189491,212566,244182,266426,288956,312015,334579,349197,372364,394978,417077,440702,471717,False,517763,536662,560274,582355,604987,627860,660045,682569,705684,728219,750474,773769,785037,132610,126254
295,112703,121103,143897,166306,189715,212467,244207,266206,289033,311670,334275,348906,372317,394804,418382,439611,473157,494802,517656,537000,560204,581845,605496,628093,660268,683107,705540,728148,749804,773632,784884,132245,126252
296,112798,121146,143785,166642,189622,212048,243984,266147,289233,311583,334655,348890,371922,394396,418981,439097,473902,494858,517386,False,560011,581834,605595,627881,660040,683012,705408,728378,749757,773303,785149,132605,126111
297,112598,121257,143762,166456,189622,212397,243315,266171,289197,311682,334768,349427,371968,394325,419168,439329,473554,494928,517490,536368,559445,581859,605063,628010,659800,683054,705663,728135,750189,773441,784929,132503,126234
298,112881,121349,143800,166618,189900,212366,243543,False,289387,311663,335164,False,371794,394283,418328,439523,False,495003,517023,536709,558862,581977,604784,627921,659556,682555,705302,728459,750788,773483,784883,132395,126098
299,112890,120839,143519,166798,189615,212405,243715,266489,288910,311980,335265,349631,371769,394585,417022,440363,469994,494421,517415,536989,558817,582462,604278,628026,659176,682239,705522,728487,751786,773768,785128,132543,False
300,112855,120910,143914,166452,189538,212580,243810,266331,288850,311883,334432,349369,372017,395129,416485,440854,470315,494492,517498,537727,558840,582497,604441,627553,659601,682151,705574,728605,751839,773828,False,132276,126279
301,113095,121126,143818,166531,189492,212083,243982,265936,289203,311960,333767,349277,371995,395438,416102,441163,471749,494609,517204,537968,559385,582866,604863,627687,659975,681956,705615,728748,751731,773717,3139955,132711,125849
302,112895,121079,143842,166473,189573,212560,243740,266238,289101,312050,333803,348889,372443,395896,416975,441014,473774,494570,517401,537621,559833,582647,605050,627822,660353,682613,705889,728336,751398,773894,393404,132401,126176
303,112887,121261,143970,166501,189734,212593,243874,266233,289344,311609,334951,349096,372361,395653,417974,440280,474498,495033,517279,536954,560050,582271,605319,627789,660649,682839,705741,728343,750590,773371,785002,132082,126369
304,112566,121056,143861,166774,189367,212515,243914,266216,289323,311844,False,349204,372105,False,418678,439973,473721,494889,517580,536209,560155,582123,605027,628180,660107,682919,705916,727966,750280,773254,784505,132535,126014
305,112696,121063,143898,166763,189556,212616,244153,266320,289022,311814,False,349513,372092,393802,418951,439265,471940,494791,517482,536328,559406,581435,604982,628136,659715,683167,705642,727829,749694,773448,784784,132360,126379
306,112630,121040,143759,166894,189575,212123,244474,266201,289033,311909,335309,349982,371720,393907,418184,439058,470035,494742,517286,536490,558948,581757,604814,628344,659348,682746,705449,728177,749516,773273,784787,132381,126204
307,112549,121014,143541,166544,189487,212265,243998,266331,288816,311962,334599,349774,371910,394351,417465,439626,470012,494584,517331,536906,558789,582316,604428,628184,659092,682514,False,728178,750251,773673,784826,132274,126339
308,113018,121228,143717,166495,189688,212305,243715,266321,289165,311608,333834,349508,372156,395461,416989,440147,470889,494927,517063,537554,558686,582449,604662,False,659335,682185,1411463,728665,750872,773781,785088,132339,126416
309,112831,120980,143582,166679,189443,212289,243495,266253,289037,311848,333727,349057,372163,396899,416755,440821,472734,494673,517318,537573,559404,582643,604743,-6732033,659429,682359,17373,728574,751556,773962,785087,False,126252
310,112817,120949,143794,166599,189645,212494,243767,266468,288958,311697,334443,348798,372408,396508,417436,440664,474302,494621,517450,537590,559633,582426,605286,315015,659949,682501,705343,728285,751819,774048,785452,132104,126597
311,112650,120851,143729,166826,189650,212461,244305,266055,289253,311756,335215,349096,372260,395250,417758,440427,474257,False,517322,536927,559749,582732,605444,627455,660205,682530,705515,728370,751690,773655,785246,132482,126304
312,112354,120891,143733,166581,189429,212671,243795,265999,289035,311959,335857,349051,372623,393514,418131,False,473338,494870,517480,536236,False,582557,605089,627740,660388,682890,705386,728137,751172,773522,785110,132487,126348
313,112714,121189,143888,166534,189593,212353,243738,266037,288966,311797,334981,349710,372332,392702,418111,-6291457,471692,494757,517264,536219,-4194305,582145,604980,628285,660335,682605,705516,728376,750421,773074,784997,132467,126353
314,112580,120991,143807,166485,189385,212244,244047,266140,288809,311816,333819,349935,372044,393438,417970,439888,470506,494687,517462,536193,559709,581958,604542,628157,659739,682460,705575,728172,749896,773278,784662,132534,126162
315,112739,121125,144041,166313,189476,212539,244129,266695,289033,311609,333735,False,372120,394740,417962,439814,470329,494815,517399,536868,559589,581681,604472,628172,659495,682744,705401,728111,749749,773557,784872,132193,126395
316,112936,121267,143910,166718,189415,212250,244136,266359,289400,311647,334106,349596,371934,396689,417435,439521,470845,494632,517151,537413,559135,581801,False,628233,659323,False,705542,728340,750232,773482,784939,132561,126181
317,112658,121197,143963,166613,189331,212361,243531,266224,289169,312044,335089,349902,372176,397631,417414,439514,472447,494761,517445,537792,558969,581996,1209173,627816,659134,-5701633,705501,728168,750923,773766,785094,132479,126238
318,112899,121238,144164,166654,189491,212277,243469,266241,289148,311897,335192,349760,372008,396938,417419,440128,473333,494555,517295,537716,559106,582525,False,627700,659564,682689,705571,False,751331,773722,785611,132457,126370
319,112685,120976,143761,166819,189345,212271,243401,266464,289061,311952,334789,349757,372043,394981,417417,440414,473721,494687,517292,537045,559131,582919,17367,627466,659822,682449,705572,1310719,False,773879,785447,132557,126111
320,112665,121034,143865,166566,189587,212599,243932,266532,289148,311918,334482,349290,372457,False,417680,440832,473229,494928,517332,536774,559553,582743,604425,627689,660236,682403,705492,728637,6013711,773964,785430,132349,126396
321,112752,121043,143645,166658,189619,212323,244649,266319,289429,311957,333981,349064,372188,-1638401,417675,440679,472193,494738,517279,536279,559813,582598,604858,627988,660279,682546,705730,728465,751527,773289,784934,132519,126285
322,112608,121013,143525,166399,189428,212373,244441,266413,288976,311889,334511,349263,372365,391987,418249,440293,471666,494931,517579,536154,560027,581758,605038,627993,660374,682377,705473,728368,751169,773163,784868,132444,126348
323,112842,121349,143783,166573,189661,212315,244047,266132,289027,311616,334771,349358,372038,392569,418352,440010,471092,494774,517332,536642,559976,581187,605395,False,660151,682620,705635,727990,750764,772851,784927,132473,126428
324,112742,121173,143716,166841,189563,212251,243121,266084,288996,311839,334960,349738,371742,394508,418000,439516,471249,494813,517475,536834,False,581465,605239,-2654209,659301,682831,705829,728258,750281,773136,784572,132571,126200
325,112750,121080,143714,166598,189656,212620,243149,266569,288902,311829,334999,349548,372176,397170,417815,439756,471550,494588,517361,537407,2387967,581577,605370,628262,659315,682669,705446,728142,750494,773778,784783,132327,126520
326,112931,121094,143574,166726,189625,212442,244216,266498,289072,311989,334484,349641,372073,398353,417322,439731,471885,494214,517250,537381,False,582315,605319,628110,659406,682593,705687,728039,750132,774036,785007,132614,126300
327,112799,121012,143701,166591,189501,212572,244519,266512,289121,312055,334459,349705,372530,397914,417074,440184,472470,494540,517487,537295,559789,582610,604743,628063,659601,682295,705529,728382,750499,774450,785080,132384,126297
328,113028,121153,144035,166544,189774,212439,244447,266126,289396,311746,334381,349122,372676,395962,417554,440478,472618,494630,517369,537142,559357,582730,604794,627606,659952,682424,705583,728280,751127,773797,785368,132524,126518
329,112926,121150,143782,166581,189673,212282,243784,265981,289287,312034,334613,349346,372379,393241,417728,440314,472989,495069,517534,536363,559424,583165,604547,627657,660115,682640,705546,728458,751195,773520,785197,132681,126087
330,112962,121181,143958,166276,189658,212289,243088,266624,288967,312090,334777,349270,372340,391218,418186,440551,473089,495213,517388,536264,559155,582666,604818,627475,660608,682720,705369,728345,751499,773511,785159,132377,126206
331,112971,121197,143815,166642,189616,False,243303,266616,289194,312260,334461,349399,371878,390524,417940,440325,False,494836,517411,536388,559115,582214,605112,627699,660303,682835,705766,728264,750926,772867,False,132635,125991
332,112838,121052,143633,166701,189428,-3191361,243824,266667,288721,312231,334803,349626,371980,392321,417572,440034,473050,494639,517235,536945,559183,581556,605217,628123,659695,682343,705763,728572,750678,773093,784930,132375,126041
333,112985,121201,144035,166748,189800,212324,244364,266459,288981,311681,334560,349437,372029,395545,417461,439798,473384,494220,517257,537476,559342,False,605596,628063,659581,682418,705678,728222,750620,773254,784987,132219,126316
334,112693,121014,143861,166842,189590,212346,244181,266289,289289,False,334640,349535,372088,398474,417214,439354,472609,494180,517241,537188,559872,582112,605442,628283,659313,682374,705596,728116,750382,773631,785259,132416,126155
335,112694,121191,143995,166563,189454,212387,243551,266457,289181,311873,334909,349368,372422,399915,417512,439932,472001,494640,517254,537373,559897,583303,605171,628198,659462,682542,705465,728047,750770,774108,785287,132200,126326
336,112935,120991,143893,166595,189448,212757,243375,266318,289304,311628,334400,349464,372187,398619,417502,440201,471281,495014,517458,536916,559969,583561,604704,627929,659608,682711,705778,728171,750878,773950,785099,132573,126072
337,112684,120879,143843,166558,189509,212673,243412,266586,288966,311891,334419,349621,372398,395659,417749,440725,471015,495179,517291,536430,559566,582886,604114,627693,659598,682465,705448,728708,751138,774077,785437,132607,126152
338,112758,121306,144000,166661,189747,212661,244031,266460,288962,311954,334447,349279,372623,392012,418022,441057,471556,494842,517561,536577,559182,582128,604459,627202,660204,682681,705510,728590,751334,773803,785120,132356,126347
339,112536,121079,143786,166750,189484,212361,244412,266322,289041,311967,334484,349429,372340,389689,417804,440409,472020,494657,517645,536677,559226,581215,604639,627532,660257,682613,705625,728717,751097,773453,784942,132444,126184
340,112607,121171,143945,166410,189430,212288,244011,266543,288899,312046,334956,349151,372218,390106,417725,440006,473010,494654,517353,537349,559066,581203,605123,627802,660199,682640,705393,728311,751204,773350,785084,132122,126252
