,0.0 g,72.65 g,269.84 g,470.02 g,669.36 g,870.88 g,1070.5 g,1347.91 g,1549.41 g,1748.85 g,1945.82 g,2145.44 g,2272.46 g,2469.43 g,2668.86 g,2870.37 g,3069.99 g,3350.48 g,3549.81 g,3749.24 g,3946.21 g,4145.83 g,4315.0 g,4511.98 g,4713.46 g,4813.52 g,4992.03 g,5193.54 g,5390.52 g,5589.85 g
785,230084,238227,260551,283400,305800,328505,351309,382970,405936,428492,450487,473446,487775,509967,532938,555904,578415,610114,632452,655411,677598,700234,719981,741334,764350,775040,796666,818949,840755,864031
786,230136,238322,260450,283360,FALSE,328704,351432,382648,405877,428452,451076,473467,487906,510379,532946,555704,578480,610023,632656,655161,677537,700133,720616,FALSE,764370,775333,796394,818836,840458,863557
787,230049,238368,260610,283196,305691,328605,351483,382808,405723,428632,450954,473122,487829,510324,533000,555316,578594,610041,632855,FALSE,677343,700180,720054,741780,764662,775696,795932,818582,840757,863467
788,230056,238228,260677,283291,305820,328705,351666,382931,405989,428551,450750,473064,487909,510380,532924,555363,578171,609969,633193,655433,677401,700244,719366,741879,764651,776463,795513,818607,840977,863568
789,230235,238283,260704,283291,305716,328916,351349,382957,405813,428493,450639,473358,487815,510381,532678,555650,578009,609924,633070,FALSE,677506,700168,FALSE,742109,764699,776635,795627,818704,841088,863661
790,230185,238289,260739,283173,305841,328712,351208,383113,405720,428558,450395,473501,487616,510127,532739,555525,577975,610058,632748,655280,677401,700332,704511,741929,764663,FALSE,795887,818860,841500,863914
791,230164,238344,260669,283361,305799,328782,351385,382873,406051,428351,450805,473684,487826,FALSE,532528,555594,578099,609895,632376,655079,677820,700166,718212,741559,764424,775834,796060,819261,841558,863884
792,229999,238306,260771,283255,305715,328733,351383,382904,405859,428321,450766,473421,487808,-7077889,532501,555568,578356,610133,632062,655012,677737,700039,718352,741334,764471,775477,796480,819095,841917,863946
793,229916,238231,260607,283363,305833,328656,351485,382949,405818,428349,450996,473151,487800,509999,532649,555533,578336,610191,632174,654817,FALSE,700112,718768,741033,764328,775289,796409,819099,841884,864002
794,230137,238350,260505,283466,305836,328706,351328,382787,405727,428513,451045,473439,487776,510053,532538,555878,578565,610022,632359,654529,677498,700036,719641,741306,764312,775262,796267,819009,841434,863760
795,230078,238266,260680,283324,305865,328567,351193,382985,405679,428582,450523,473504,487646,510222,532622,555799,578269,610006,632825,654968,677475,700234,720507,741667,764413,775697,796188,818808,841032,864043
796,230168,238274,260472,283413,305747,328623,351518,383048,406007,428290,450457,473625,487682,510017,532869,555364,577909,609866,633245,655331,677475,700093,720486,741984,764480,776036,796096,818939,840445,864237
797,230112,238313,260666,283283,305753,328661,351608,383012,405791,428357,450495,473570,487791,510305,532962,555550,578026,610042,632994,655438,677735,700019,719901,742415,764743,776455,795991,933646,840350,864136
798,230167,237981,FALSE,283152,305929,328762,351564,382982,405733,428377,450736,473375,487981,510280,532833,555501,577970,609881,632765,FALSE,677704,700160,718897,742191,764742,776631,795755,818978,840564,863762
799,230398,238144,260812,283238,305933,328936,351398,382863,FALSE,428362,451080,473529,488170,510164,532561,555588,578259,609754,632717,-8126465,677646,699919,717887,741753,764655,776108,795876,818923,841044,863384
800,230081,238124,260586,283305,306026,328815,351170,383110,405681,428495,450997,473334,487774,510053,532617,555778,578488,610086,632239,655174,677552,700091,717814,741453,764710,775971,796129,819124,841842,863425
801,230215,238029,260608,283427,305833,328872,351489,383123,405559,FALSE,450753,FALSE,487635,509991,532714,555666,578224,609846,632130,655019,677328,700128,718394,740965,764433,775251,796288,819148,841980,863663
802,230210,238333,260630,283302,305686,328807,351598,382995,405927,428406,450516,-1,487664,510062,532717,555696,578420,610163,632239,654839,677453,700263,719572,741006,764514,775155,795986,818902,841908,863865
803,229913,238261,260536,283277,305931,328672,351489,382988,405963,428504,450356,473514,487618,510017,532857,555649,578393,610115,632542,654997,677480,700177,720563,741182,764602,775260,796193,818766,841727,864174
804,229935,238359,260701,283465,305952,328811,351569,382746,405848,428211,450820,473400,487975,510038,532829,FALSE,578218,610262,632781,655349,677743,700067,721064,741667,764439,775626,FALSE,818591,841148,863904
805,229851,238490,260687,283300,306158,328682,351469,383061,405777,428499,450932,473558,488036,510215,532738,555266,578167,609957,632915,655357,677796,700255,721074,742185,764521,776047,796033,818750,841066,863695
806,229955,238370,260711,283306,305993,328703,351413,383113,405607,428636,450997,473540,487963,510204,532748,555227,578149,609895,633096,655575,677474,700048,FALSE,742249,764442,776003,796103,819093,840848,863449
807,230099,238424,260816,283265,305669,328806,351524,382948,405763,428522,450986,473406,487912,FALSE,532714,555170,578218,610092,632786,655333,677528,700173,-255233,742445,764485,776079,796124,819297,840498,863219
808,230025,238318,260607,FALSE,305806,328720,351700,383281,405742,428599,450702,473422,487678,510116,532860,555677,578193,609865,632772,655174,677524,700198,718544,742120,764624,776151,796422,819101,840551,863420
809,230094,238397,260721,566851,305825,328658,351689,383042,405884,428403,450777,473381,487794,509853,FALSE,556247,578134,609972,632360,655228,677541,700174,717653,741432,764542,775637,796253,819039,840546,863638
810,230064,238294,260756,17039,305875,328615,351266,382873,406072,428482,450671,473545,487606,510133,-7143425,555971,578363,609896,632085,655046,677588,700430,717469,741320,764729,775652,796115,818866,841199,864050
811,230100,238269,260580,283474,305978,328720,351240,382979,405732,428489,450796,473473,487746,510220,532565,555536,578163,609919,632628,654961,677340,700234,718324,740950,764792,775708,796052,818509,841762,864354
812,230311,238465,260689,283267,305739,328910,351432,382988,405617,428461,450929,473388,487940,510194,532786,555110,578234,610081,632836,655047,677728,700173,719813,741128,764817,775694,796043,818768,841823,864202
813,230119,238337,260555,283254,305755,328640,351560,FALSE,405725,428673,450802,473430,487731,510249,532827,555104,578363,610068,632927,655130,677857,700123,721196,741804,764835,776069,796433,818815,841923,864113
814,230065,238320,260574,283363,305913,328621,351695,382863,405854,428637,FALSE,473228,487713,510015,532828,555594,578006,610232,633118,655502,677593,699932,721633,741985,764468,776050,796435,818904,841599,863679
815,230266,238496,260560,283151,305814,328668,351424,382976,406152,428581,450656,473201,487723,510007,532929,555687,578027,610092,632710,655533,677819,700110,720760,742370,764246,776097,796347,818991,841203,FALSE
816,230124,238400,260424,283250,305951,328561,351264,382852,405895,428517,450746,473392,487727,509902,532672,555998,578115,610041,632598,655477,677897,700187,719249,742285,764167,776151,796291,818857,840890,865306
817,230053,238481,260670,283141,FALSE,328751,351319,383139,405675,428545,450871,473407,487696,509846,532670,556040,578298,609955,632466,655360,677787,700402,718007,741883,FALSE,775802,795997,819043,840417,865251
818,229953,238293,260731,283071,305895,328666,351327,383092,405514,428780,450819,473705,487735,510177,532644,555975,578280,609864,632552,654930,677446,700557,717216,741522,764757,775850,796186,819026,840781,864469
819,230096,238038,260690,283380,305851,328715,351716,383066,405428,428618,450697,473517,487778,510417,532710,555737,578150,609867,632642,654866,677252,700336,717761,740903,764573,775738,796204,818988,841233,863457
820,230280,238203,260775,283163,305946,328866,351623,383074,405825,428434,451006,473275,487691,510515,532787,555396,578315,610010,632552,654720,677294,700231,718845,740773,764367,775757,795860,818957,841543,862416
821,230312,238177,260682,283157,305904,328652,351446,382633,405918,428693,451060,473335,487742,510556,532767,555346,578220,610154,632826,654879,677371,699935,720264,741164,764549,775905,795942,818666,841829,862137
822,230316,238362,260669,283005,305957,328740,351418,382707,405840,428533,450824,473175,487866,510376,532949,555408,578181,610406,633004,655293,677738,699734,FALSE,741554,764454,775886,795729,818787,841695,862541
823,230087,238393,260419,283112,306037,328691,351381,383033,405932,428537,450871,473487,487789,510215,532932,555597,578414,FALSE,632980,655373,677937,699975,717873,742273,764543,776032,795843,819103,841503,863469
824,230116,238292,260527,283215,305938,328737,351531,383096,405502,428516,450394,473402,487607,509902,532746,555813,578060,609972,633000,655608,677746,700094,719219,742398,764737,775911,796192,818985,841182,864811
825,230318,238455,260604,283059,305993,328994,351459,383214,405595,428483,450561,473404,487870,509954,532786,555817,578055,609576,632615,655594,677638,700187,720533,742350,764659,775660,796134,819060,840651,865378
826,230160,238321,260500,283194,305816,328803,351276,383149,405896,428592,450876,473597,487715,510114,532684,555960,FALSE,609836,632332,655208,677369,700450,721105,741868,764650,775633,796442,818919,840504,865261
827,230225,238234,260540,283084,305792,328818,351368,382836,405892,428462,450841,473341,487829,510120,532675,555780,578349,609933,632412,655124,677299,700295,720934,741396,764625,775569,796283,819145,840499,864663
828,230151,238430,260504,283296,306041,328717,351295,382780,406138,428603,450930,473307,487836,510244,532798,555447,578362,609965,632274,654898,677626,700285,719754,741233,764456,775724,795791,818840,841008,863574
829,230087,238330,260582,283260,306046,328620,351414,382820,405870,428426,450539,473344,FALSE,510414,532854,555525,578339,610163,632600,654910,677564,699988,718624,741050,764386,775902,795731,818979,841534,862662
830,230085,238495,260790,283312,305926,328786,351480,383191,405782,428502,450367,473310,487917,510286,532860,555574,578263,610054,632756,655175,677631,699946,718006,741345,764246,775898,795708,818869,841757,862230
831,230047,238277,260509,283256,305914,328686,351373,383224,405764,428447,450504,473404,487843,510173,532716,555598,578002,610175,632712,655094,677960,700054,717777,741837,764186,776014,796105,818924,842050,862579
832,230190,238284,260577,283013,305791,328850,351531,383240,405663,428652,450572,473406,487832,509875,532698,555801,578297,609950,633036,655512,677744,699980,FALSE,742111,764347,775804,796298,819168,841664,863722
833,230186,238406,260646,283239,305732,328837,351334,383207,405895,428700,451117,473524,487578,509894,532540,555819,578316,609789,632672,655640,677715,700251,2873815,742357,764349,775636,796268,FALSE,841028,864536
834,230064,238299,260375,283297,305722,328657,351351,382908,405955,428523,451043,473644,487707,510025,532354,555768,578201,610042,632779,655403,677603,700344,360506,742239,764659,775768,796320,819002,840880,865018
835,230078,238348,260757,283238,305881,FALSE,351569,382917,405754,428548,450745,473503,487612,510155,532558,555664,578196,609814,632879,655191,677401,700322,720349,741834,764559,775497,796097,818647,840880,865035
836,230030,238261,260669,283305,305832,-4325377,351545,383213,405723,428393,450646,473531,487510,510471,532596,555494,578204,609840,632959,654759,677272,700503,720908,741438,764401,775747,796066,818793,841039,864436
837,230149,238232,260629,283221,305773,328794,351803,383089,405635,428386,450389,473566,487697,510591,532704,555411,578239,610048,632596,654743,677126,700347,720596,FALSE,764492,775704,795886,818811,841152,863646
838,230190,238380,260764,283201,306023,328795,351475,383103,405646,428467,450726,473489,487698,510223,533011,555308,578182,FALSE,632533,654938,677563,699951,719472,741721,764316,775941,795807,818929,841397,862848
839,230015,238262,260636,283227,306031,328929,351271,382813,405807,428234,450872,473441,487817,510027,532917,555737,578286,5898239,632683,655204,677780,699757,718624,741420,764437,776140,795974,819199,841671,862442
840,230146,238316,260540,283125,305903,328646,351482,382795,406072,428414,450868,473508,487919,510031,532928,555983,578429,610163,632493,655581,677837,699993,717874,741273,764417,775954,796045,819019,841507,862849
841,230102,238367,260532,283426,305968,328728,351481,382964,406081,428554,450893,473599,487864,510376,533049,555802,578313,610258,632653,655591,677872,700236,717802,741242,764453,775837,796071,819078,841327,863441
842,230055,238192,260701,283366,305801,328721,FALSE,383089,405531,428546,450545,473343,487866,510597,532737,555847,578354,610130,632795,655419,677622,700165,718481,741619,764590,775569,796191,818800,841116,864236
843,230280,FALSE,FALSE,283249,305848,328673,-4535809,383259,405488,428602,450579,473387,487747,510362,532631,555560,578161,610089,632785,655389,677507,700287,719447,741709,764527,775507,FALSE,818563,840894,864641
844,230263,238557,260614,283214,305764,328789,351349,383143,405598,428498,450760,473647,487920,510257,532474,555339,578087,609996,632791,654938,677353,700441,720580,741788,764599,775758,524287,818738,840975,864912
845,230222,238331,260533,283124,305719,328551,351233,382715,405654,428574,450794,473603,487905,509906,532506,555495,578456,610036,632719,655030,677248,700205,721090,741971,764546,775796,796158,818822,840892,FALSE
846,230052,238382,260680,283341,305899,328522,351522,382694,405964,428434,451093,473537,FALSE,509869,532668,555634,578398,609890,632605,655148,677397,700071,720732,741767,764313,776044,795833,819043,841130,3458919
847,230065,238328,260755,283293,305693,328596,351462,382769,405767,428293,450701,473436,487748,510062,532604,556071,578370,609816,632414,655146,677605,699941,719801,741929,764318,776169,795657,819155,841531,432466
848,230162,238102,260609,283377,305843,328736,351497,383109,405659,428568,450656,473306,487690,510128,532735,556008,578289,609962,632266,655207,677841,699892,718369,741830,764314,776036,795882,819105,841574,863668
849,230131,238303,260580,283503,FALSE,328867,351477,383228,405724,428446,450674,FALSE,487822,510333,532914,555709,578209,609965,632509,655172,677837,700169,717631,741661,764320,776036,795805,819073,841674,863481
850,230290,238303,260598,283187,305931,328805,351450,383027,405672,428408,450536,946791,487841,510307,532919,555573,578251,610212,632651,655517,677592,700085,717797,741555,764532,775577,795962,818930,841361,863414
851,230309,238392,260526,283382,305955,328893,351514,382967,405936,428472,450868,16727,487913,510134,532974,555545,578002,610284,632745,655500,677589,700339,718670,741423,764490,775417,796279,818759,841046,863309
852,230120,238530,260511,283399,305771,328875,351221,382540,406025,428220,450744,473414,487566,510050,532954,555681,578183,610019,632843,655198,677286,700542,720008,741763,764543,775704,796479,818811,840865,863542
853,230384,238263,260462,283339,305782,328800,351160,382794,405972,428306,450769,473499,487566,509864,532884,555556,578444,610064,632664,655158,677332,700443,720771,741865,764478,775942,796425,819006,840591,863624
854,230094,238236,260648,283244,305829,328797,351515,383195,405803,428373,450993,473472,487792,510093,532619,555627,578110,609984,632815,654870,677520,700377,720772,741585,764528,776387,795939,-1,840923,863883
855,230125,238244,260846,283131,305894,328804,351383,383135,405569,428401,450772,473377,487823,510138,532492,555868,578203,609973,632684,655019,677285,699919,720264,741664,764675,FALSE,795898,819063,841147,864119
856,230123,238312,260567,283474,305791,328841,351528,383160,405892,FALSE,450762,473700,488078,510089,532628,555619,578267,610112,632488,655116,677736,700133,719165,741385,764511,1552327,795917,818906,841222,864098
857,230007,238477,260673,283561,305816,328800,351566,382864,405979,428439,450637,473565,487981,510344,532661,555627,577984,609940,632479,655143,677893,700108,718251,741302,764528,16646,795943,818877,841643,864241
858,230171,238280,260702,283277,306085,328647,351460,382791,405936,428444,450673,473329,487759,FALSE,533027,555805,578218,610215,632222,655407,677601,FALSE,717813,741541,764730,775936,796283,819001,841682,863789
859,230026,238349,260597,283446,305845,328714,FALSE,383006,405881,428602,450980,473440,487841,1020263,533075,555588,578127,610301,632450,655469,677457,699904,717947,741707,764649,775755,796141,818961,841557,863477
860,230089,238416,260723,283321,305803,328768,351556,382968,405687,428548,451078,473098,487709,16705,532687,555589,578122,610171,632750,655244,677548,700066,FALSE,742075,764797,775526,796031,819027,841314,863562
861,230293,238398,260705,283271,305821,328590,351619,383336,405657,428554,450906,473154,487847,509882,532638,555581,578147,610218,632920,655180,677498,699963,-5271905,742074,764516,775721,796145,818986,840758,863381
862,230225,238529,260772,283449,305746,328689,351274,383272,405673,428494,450744,473391,487795,510035,532406,555803,577913,609926,633070,655093,677644,700120,360090,741650,764337,775882,796126,818914,840811,863521
863,230265,238450,260624,283220,305879,328662,351423,382858,405761,428334,450267,473454,FALSE,510089,532338,556006,578148,609922,632866,FALSE,677544,700275,720611,741424,764220,775782,796253,818873,840832,863629
864,230275,238338,260426,283429,305870,328669,351581,383010,406084,428493,450386,473560,487827,510388,532749,555769,578336,610069,632716,-1,677326,700254,720451,741213,764179,775933,796017,818795,841005,863621
865,230182,238388,260598,283439,305897,328645,351640,383016,405902,428493,450562,473529,487794,510428,532779,555724,578421,610051,632483,655204,677601,700416,719952,741322,FALSE,775849,795888,818959,841513,863909
866,230395,238184,260739,283420,305956,328658,351787,383109,405793,428646,450834,473601,487733,510316,532873,555432,578196,610123,632262,655280,677342,700284,718729,741562,764511,775963,795944,819094,841723,863939
867,230149,238262,260802,283503,305931,328881,351531,383262,405858,428496,451352,473430,487815,510189,532952,555247,577876,609961,632422,655454,677341,700241,718127,741522,764308,775839,795971,818873,841815,864139
868,230254,238220,260797,FALSE,305964,328717,351539,383056,405754,428104,451010,473191,487732,509772,533070,555556,577886,609864,632687,655205,677574,700184,718200,741991,764371,775575,796214,818894,841530,864316
869,230280,238199,260564,-1048577,305839,328745,351388,382986,406040,428230,450641,473391,487831,509724,533065,555790,578002,609991,632868,655257,677437,700036,718590,742080,764091,775614,796333,818660,841005,864147
870,230141,238299,260759,283353,305974,328771,351431,382842,405946,428364,450303,473328,487846,509842,532676,FALSE,578341,609990,632835,655356,677738,700075,719677,742046,764319,775623,796355,818641,840636,864026
871,230315,FALSE,260661,283436,306109,328637,351551,382803,405852,428590,450261,473453,487758,510140,532679,555769,578548,609930,632824,655212,677710,700056,720223,742045,764505,775785,796180,818835,840266,863610
872,230244,238266,260643,283324,305900,328803,351372,383161,405908,428791,450843,473855,487874,510440,532606,555840,578329,FALSE,632764,655263,677713,700281,720422,741678,764570,776066,795852,FALSE,840470,863478
873,230017,238431,260770,283572,305754,328754,351526,383159,405671,428550,451102,473580,487681,510617,532390,555956,578187,609937,632490,654861,677814,FALSE,720042,741437,764860,775928,795932,-1,840989,863643
874,230048,238387,260589,283262,305763,328782,351443,383127,405809,428413,451050,473569,487709,510510,532585,555702,578140,609944,632186,655006,677529,700310,718795,741172,764874,776002,796064,818906,841573,863693
875,230038,238289,260600,283287,305860,328833,351258,382839,405945,428217,450775,473194,487848,510282,532703,555519,FALSE,609983,FALSE,655278,677251,700260,718334,741397,764803,775946,796004,818895,842066,863940
876,230151,238391,260650,283426,305952,328732,351521,382790,405807,428053,450411,473166,487908,509803,532891,555607,FALSE,609881,632817,FALSE,677238,700021,718135,741772,764665,775839,796330,818933,842195,864027
877,230136,238149,260509,283427,305765,328828,351452,FALSE,405959,428434,450660,473497,488045,509723,533065,555310,578141,610222,632801,FALSE,677470,700153,718609,742079,FALSE,775803,796208,819078,841998,864004
878,230192,238391,260683,283631,305783,328829,351418,383259,405746,428496,450837,473400,487762,510029,532958,555321,578380,610018,632543,FALSE,677789,700066,719507,742356,-1048577,775807,796281,819030,841579,864017
879,230251,238370,260665,283446,305841,328577,351563,383148,405750,428632,451093,FALSE,FALSE,510363,532843,555514,578382,610043,632342,819199,677824,700274,720122,742103,764340,775726,796311,819079,840929,863715
880,229966,238298,260778,283298,305682,328874,351388,382738,405894,428589,451072,473253,487820,510531,532760,555754,578386,610283,632670,FALSE,677747,700361,720604,741650,764203,775768,796149,818905,840644,863674
881,230020,238369,260811,283402,305921,328836,351575,382904,405756,428310,450649,473274,487594,510253,532665,555942,578159,610010,632541,-4194305,677608,700448,720323,741598,FALSE,775869,796093,818752,840180,863471
882,230248,238425,260519,283273,305911,328767,351466,382915,405990,428295,450553,473418,487813,510343,532819,555698,578211,609962,632600,655204,677469,700726,719401,741264,764280,776262,795864,818842,840139,863470
883,230240,238388,260714,283364,305909,328951,351525,383096,406030,428323,450570,473459,487853,510160,532699,555733,578226,609897,632787,654997,677555,700568,718647,741102,764425,776042,795919,818816,840843,863872
884,230189,238342,260643,283257,305997,328746,351545,383221,405778,428334,450658,473663,487653,509999,532649,555614,578163,609960,632736,655146,677446,700270,718178,741279,764057,775784,796090,819194,841291,863808
885,230053,238184,260727,283235,305860,328908,351304,383036,405736,428446,451064,473334,487835,510132,532476,555372,578167,610322,632665,655080,677468,700133,718574,741591,764386,775976,795992,818983,842006,864013
886,230039,238390,260752,FALSE,305917,328848,351536,383039,405518,428412,450971,473419,487775,510230,532429,555557,577974,610123,632472,655184,677665,700083,718875,741910,764751,776006,796217,818772,842282,864066
887,230037,238307,260487,2267735,305847,328962,351378,382949,405854,428440,450898,473282,487837,510264,532749,555526,578139,610121,632520,655360,677546,700226,719354,FALSE,764902,775978,796249,818892,841920,863929
888,229887,238240,260605,283173,305854,328827,351296,382857,406145,428289,450747,473352,487917,510210,532821,555776,578333,610122,632709,655171,677635,700262,720028,5636095,765010,775756,796120,818719,841422,864167
889,230204,238369,260582,283302,306086,328559,351529,383152,406117,428273,450546,473426,487747,510161,532853,555932,578232,609877,632575,655381,677537,FALSE,720193,742037,764838,775667,796074,818853,840634,863966
890,230001,238244,260621,283213,306052,328755,351404,383057,406032,428541,450931,473371,487817,510217,532795,555722,578272,609807,FALSE,655533,677458,699981,720351,741907,764640,775990,795974,818952,840209,863727
891,230074,238453,260665,283202,305982,328755,351433,383102,405578,428453,451058,473525,487744,FALSE,532694,555941,578132,609801,-4194305,655336,677543,700261,719684,741544,764068,776047,796034,818808,840219,863666
892,230228,238516,260570,283412,305785,328564,FALSE,382899,405607,428401,451074,473642,487697,510057,532783,555724,578279,610063,632848,655287,677361,700227,718711,741256,763714,776153,796021,819038,840478,863570
893,230054,238418,260717,283035,305802,328768,8290303,382760,405917,428524,450911,473521,487802,510159,532611,555477,578129,610357,632933,655137,677539,700380,718449,741067,764002,775993,795728,818950,841288,863739
894,230105,238417,260661,283035,305866,FALSE,351252,382975,405930,428243,450485,473306,487713,510066,532757,555729,578037,610159,632976,655054,677644,700343,718484,741183,764233,775732,795866,818969,841717,863551
895,230217,238196,260552,283243,305716,2630415,351463,383056,405950,428472,450529,473148,487690,510266,533028,555567,578238,610180,632520,655219,677500,700143,719052,741713,764645,775869,795939,819071,841549,863494
896,230150,238219,260650,283117,305737,328668,351454,383211,405719,428427,450325,473290,487696,510503,532741,555701,578083,609899,632451,655155,677712,700207,719694,742009,764919,775569,796233,819061,841480,863623
897,230296,238260,260528,283366,305713,328652,351411,383260,405643,428393,450505,473493,487611,510191,532836,555745,578156,609896,632462,655295,677575,700012,720332,742144,764881,775596,796373,819146,841298,863522
898,230060,238203,260425,283325,FALSE,328687,351560,382865,405797,428506,451296,473600,487792,510199,532808,555535,578394,609991,632299,655303,677478,700183,FALSE,741965,764743,775896,796202,818779,841377,863916
899,230195,238392,260576,283177,305839,328694,351435,383065,405709,428432,451058,473798,487696,510105,532658,555630,578237,609944,632525,655329,677491,700210,719656,741699,764551,775910,796334,818729,841148,864284
900,230251,238246,260493,283191,305751,328733,351439,382942,406019,FALSE,450923,473486,487671,509947,532760,555571,FALSE,610194,632623,655307,677454,700233,719916,741372,764663,776163,796127,818804,840994,864410
901,230109,238228,260596,283179,305778,328674,351383,382841,405981,428613,450363,473222,487745,510029,532724,555857,FALSE,610296,632683,654989,677679,700513,720158,741022,764670,776087,795907,818532,FALSE,864224
902,230257,238404,260604,283250,306108,328782,351224,382942,405744,428448,450045,473408,487716,509931,532907,555777,578194,610089,FALSE,655114,677696,700532,720191,741260,764318,775790,795852,818798,840962,863752
903,230185,238455,260550,283200,305819,328694,351488,382866,405683,428324,450677,473312,487833,510117,532870,555439,578341,610265,632639,655151,677656,700361,719617,741589,764415,775636,FALSE,818999,841339,863544
904,230094,238598,260590,283253,305677,328809,351484,383021,405405,428048,450863,473467,487642,510297,532773,555543,578405,610016,632655,655184,677797,700202,719284,741646,764303,FALSE,4075519,818958,841568,863606
905,230250,238362,260518,283397,305694,328761,351558,382965,405686,428399,451177,473428,487679,510154,532855,555483,578244,609939,632694,655264,677674,699820,718844,742074,764373,775728,795957,819150,841845,863351
906,230074,238269,260666,283265,305712,328772,351527,382776,405921,428624,451011,473269,487876,510073,532689,555491,FALSE,609860,632923,655305,677618,700181,718567,742006,764641,775854,796171,818975,841585,863436
907,230153,238492,260763,283208,305972,328932,351321,382980,405764,428554,450661,473404,487793,510035,532684,555705,-4063233,609785,632733,655377,677612,700149,718949,741665,764463,776214,796172,818855,841202,863212
908,230122,238231,260613,283092,305872,328694,351536,382970,405949,428480,450481,473248,487856,509992,532690,555799,577774,609920,632817,655280,677475,700171,719130,741541,764663,776162,796560,818915,841064,863922
909,230099,238280,260772,283096,305900,328875,351408,383032,405612,428116,450394,473425,487810,510257,532482,556072,578044,609905,632772,655013,677636,700319,719589,741209,764647,776056,796364,818935,840739,864287
910,230214,238350,260585,283184,305844,328918,351483,383022,405536,428198,450852,473478,487596,510248,532754,555807,578302,610062,632476,655128,677657,700181,719783,741196,764626,775894,796085,819047,840878,864539
911,230094,238343,260650,283221,305818,328644,351730,382988,405748,428308,451218,473381,487706,510436,532707,555505,578594,610174,632490,655095,677536,700305,720045,741275,764638,775791,795997,818980,840620,864504
912,230169,238426,260725,283266,306003,328757,351513,383010,405871,428359,450939,473584,487743,510218,532513,555301,578513,609929,632521,655076,677578,700318,720110,741476,764448,775747,795653,818870,840936,864345
913,230261,238333,260691,283325,FALSE,328760,351589,382882,406057,428720,450723,473421,487800,509865,532720,555338,578101,610112,632563,655158,677520,700101,719432,741925,764614,775730,795552,819167,841473,863756
914,230213,238474,260840,283158,305742,328802,351288,383080,405794,428614,450295,473452,487823,509814,532672,555664,577974,610060,632752,655136,677719,700121,719329,741943,764662,775888,795602,818966,841573,863071
915,230176,238393,260527,283199,305884,328783,351238,383087,405662,428248,450320,473595,487660,509752,532781,555725,577643,609855,632698,655453,677590,700026,719138,741980,764240,775854,795900,818895,841803,862897
916,230067,238329,260657,283128,306064,328646,351602,382894,405764,428204,450892,473502,487796,510015,532861,555601,577888,609904,632874,655317,677588,700077,718778,741926,764321,775788,796506,818980,841721,862748
917,230079,238466,260842,283172,305818,328769,351488,382889,405542,428395,451124,473445,487537,510377,532688,555698,578128,609868,632928,655234,677568,700314,718807,741457,764350,776156,796715,818936,841310,863140
918,230072,238239,FALSE,283263,305794,328873,351458,382818,405789,428660,451208,473396,487608,510290,532721,555517,578445,610017,632764,655216,677241,700197,718937,741288,764634,776158,796651,818931,840939,863868
919,230012,238450,131071,283118,305795,328869,351442,382863,405816,428800,450776,473226,487949,510492,532569,555550,578604,610045,632567,655080,677484,700327,719338,741139,764985,776114,796202,818695,840552,864441
920,230145,238446,260620,283354,305835,328919,351289,383242,405827,428590,450391,473214,487820,510165,532632,FALSE,578293,609947,632145,655252,677579,700283,719631,741298,765078,775854,795791,818720,840716,865171
921,230139,238064,260585,FALSE,305920,328668,351573,382954,405939,428463,450581,473392,487923,509784,532848,555665,578360,610153,632234,655200,677489,700219,719625,741719,765027,FALSE,795591,819009,841040,865019
922,230195,238325,260542,283276,305891,328658,351482,382854,405689,428328,450745,473541,487900,509959,532791,555785,578229,609922,632362,655140,677704,700288,719497,742012,764620,1550797,795331,818819,841229,864135
923,230222,238341,260562,283029,306051,328745,351599,382775,405896,428543,450842,473479,487716,509975,533078,555795,FALSE,609932,632602,655328,677568,700157,719313,742308,764146,16881,795650,818846,841729,863393
924,229939,238329,260393,283194,306002,328680,351568,382815,405865,428655,450952,473246,487819,510263,533026,555914,-7530577,609881,632813,655174,677468,700245,719106,742022,764122,775620,796263,818633,841678,862920
925,230094,238480,260546,283296,305869,328818,351357,383037,405749,428490,450789,473334,487730,510258,532930,555783,289970,609764,632737,655217,677437,700223,719143,741722,763886,775820,796441,818746,841346,862912
926,230111,238233,260529,283173,306001,328627,351408,382987,406010,428513,450678,473334,487883,510198,532810,555621,578269,610068,632771,655345,677487,700202,719314,741554,764291,775917,796602,819205,841009,863231
927,230056,238398,260787,283506,305809,328625,351437,383121,405982,428373,450586,473607,487882,510252,532535,555505,578343,609917,632505,655278,677833,700421,719580,741441,764450,776257,796366,818952,840564,863775
928,230316,238312,260960,283405,305706,328791,351552,382960,405804,428190,450608,473660,487816,510124,532563,555462,578537,609831,632294,FALSE,677635,700170,719521,741591,764487,776094,796038,818965,840646,864705
929,230130,238220,260586,283487,305815,328828,351569,382766,405789,428382,450875,473390,487910,510349,532582,555492,578561,610054,632443,655472,677471,700052,719370,741713,764799,775816,795962,818789,840868,864793
930,230096,238393,260588,283466,305635,328764,351260,383013,405645,428544,450817,473503,487693,510218,532641,555572,578275,610134,632371,655285,677567,700114,FALSE,741520,764629,775695,795823,818780,841138,864752
931,230224,238374,260649,283203,305770,328790,351381,383006,405633,FALSE,450915,473371,487595,510147,532913,555840,578222,610325,632826,655177,677447,699939,719240,741849,764676,775498,795872,818978,841446,FALSE
