,Raw Data LC1,Raw Data LC2,Raw Data LC3,Raw Data LC4,Pretimes LC1,Pretimes LC2,Pretimes LC3,Pretimes LC4,Time Difference Between LC4 – LC1,Time Between First Measurements
437,247638,317794,-58691,420555,1584459853.79109,1584459853.79154,1584459853.85262,1584459853.85308,0.0619957447052,0.062458276748657
438,249268,317757,-58941,420498,1584459853.85354,1584459853.854,1584459853.86457,1584459853.86503,0.011487483978272,0.011945009231567
439,249447,317845,-58937,420394,1584459853.86549,1584459853.86594,1584459853.87653,1584459853.877,0.01151180267334,0.011973142623901
440,249636,317714,-59216,420152,1584459853.87746,1584459853.87792,1584459853.88848,1584459853.88894,0.011475324630737,0.011935472488403
441,249483,317854,-59331,420208,1584459853.8894,1584459853.88985,1584459853.90052,1584459853.90098,0.011585474014282,0.012048482894898
442,249852,317953,-59453,419947,1584459853.90145,1584459853.9019,1584459853.91246,1584459853.91292,0.011472702026367,0.011932373046875
443,250361,318340,-59712,419831,1584459853.91338,1584459853.91383,1584459853.92442,1584459853.92489,0.011507272720337,0.011968851089478
444,250952,319352,-59559,419753,1584459853.92535,1584459853.9258,1584459853.93636,1584459853.93682,0.011476755142212,0.01194167137146
445,252090,319996,-59765,419361,1584459853.93729,1584459853.93774,1584459853.94831,1584459853.94877,0.011478662490845,0.011937856674194
446,253181,321048,-60086,419094,1584459853.94923,1584459853.94968,1584459853.96039,1584459853.96086,0.011630296707153,0.012095451354981
447,254471,321633,-60108,419022,1584459853.96132,1584459853.96178,1584459853.97239,1584459853.97286,0.011533260345459,0.011992692947388
448,255179,321365,-59977,419054,1584459853.97331,1584459853.97377,1584459853.98434,1584459853.9848,0.011488914489746,0.011948347091675
449,255133,320615,-59675,419349,1584459853.98526,1584459853.98572,1584459853.99628,1584459853.99674,0.011475324630737,0.01669716835022
450,252547,319312,-59734,419535,1584459854.00196,1584459854.00247,1584459854.01317,1584459854.01363,0.011674404144287,0.012136936187744
451,251765,318448,-59684,419791,1584459854.0141,1584459854.01455,1584459854.02521,1584459854.02568,0.011581420898438,0.012041091918945
452,251068,317998,-59514,420055,1584459854.02614,1584459854.02659,1584459854.03715,1584459854.0376,0.01146674156189,0.011925220489502
453,251330,317858,-59718,420053,1584459854.03806,1584459854.03851,1584459854.0493,1584459854.04979,0.011726140975952,0.012476444244385
454,252029,318656,-59712,419856,1584459854.05054,1584459854.05102,1584459854.06179,1584459854.06231,0.011765718460083,0.012246131896973
455,252723,319258,-59922,419514,1584459854.06279,1584459854.06324,1584459854.07396,1584459854.07446,0.011677980422974,0.012158870697022
456,253486,319578,-59894,419530,1584459854.07494,1584459854.0754,1584459854.08604,1584459854.08651,0.011562585830689,0.012020826339722
457,253234,319490,-59784,419371,1584459854.08697,1584459854.08742,1584459854.09798,1584459854.09843,0.01146936416626,0.011928081512451
458,252942,318967,-60015,419451,1584459854.09889,1584459854.09935,1584459854.10993,1584459854.11048,0.01158356666565,0.012046575546265
459,252376,318620,-59937,419622,1584459854.11094,1584459854.11139,1584459854.12195,1584459854.12241,0.011466503143311,0.011922836303711
460,251870,317830,-59829,419681,1584459854.12286,1584459854.12331,1584459854.1339,1584459854.13436,0.01149845123291,0.011954069137573
461,251733,317572,-59845,419694,1584459854.13482,1584459854.13526,1584459854.14584,1584459854.1463,0.011484861373901,0.011941432952881
462,251454,317770,-59726,419861,1584459854.14676,1584459854.14721,1584459854.15776,1584459854.15822,0.011462688446045,0.011920690536499
463,251721,318071,-59649,419639,1584459854.15868,1584459854.15913,1584459854.16971,1584459854.17026,0.011580467224121,0.012041330337525
464,251870,318507,-59164,419681,1584459854.17072,1584459854.17117,1584459854.18175,1584459854.23276,0.062037229537964,0.062504053115845
465,251201,317865,-59291,419837,1584459854.23322,1584459854.23368,1584459854.23413,1584459854.2447,0.011474609375,0.011933565139771
466,251205,317387,-59181,419895,1584459854.24516,1584459854.24562,1584459854.24607,1584459854.25666,0.011499881744385,0.011966228485108
467,251115,317299,-59457,419809,1584459854.25712,1584459854.25757,1584459854.25803,1584459854.26861,0.011481046676636,0.011940956115723
468,251385,317369,-59671,419821,1584459854.26907,1584459854.26952,1584459854.26997,1584459854.28056,0.011494398117066,0.011954069137573
469,251545,317470,-59901,419840,1584459854.28102,1584459854.28147,1584459854.28192,1584459854.2925,0.011484622955322,0.011946439743042
470,251679,317634,-59816,419697,1584459854.29297,1584459854.30352,1584459854.30398,1584459854.30444,0.011475086212158,0.011934757232666
471,251094,317328,-59601,419817,1584459854.3049,1584459854.30535,1584459854.30581,1584459854.31638,0.011483669281006,0.011942625045776
472,250886,317439,-59522,419839,1584459854.31684,1584459854.31729,1584459854.31775,1584459854.32832,0.011478662490845,0.011940002441406
473,250693,317497,-59467,419925,1584459854.32878,1584459854.32924,1584459854.32969,1584459854.34035,0.0115647315979,0.012025594711304
474,250347,317424,-59667,419840,1584459854.34081,1584459854.34126,1584459854.34171,1584459854.35229,0.011478185653687,0.011939525604248
475,250547,317573,-59839,419934,1584459854.35275,1584459854.3532,1584459854.35366,1584459854.36422,0.011475801467896,0.011935710906983
476,250728,317634,-59781,419875,1584459854.36468,1584459854.36513,1584459854.36559,1584459854.37617,0.011485099792481,0.011945486068726
477,251386,318199,-59877,419739,1584459854.37663,1584459854.37708,1584459854.37754,1584459854.3881,0.011470794677734,0.011929273605347
478,251824,318530,-59764,419620,1584459854.38856,1584459854.38901,1584459854.38946,1584459854.40012,0.011561870574951,0.012027263641358
479,252058,318757,-59714,419536,1584459854.40059,1584459854.40104,1584459854.40149,1584459854.41206,0.011478424072266,0.011939525604248
480,251906,319018,-59727,419727,1584459854.41253,1584459854.41298,1584459854.41343,1584459854.42402,0.011490106582642,0.011948823928833
481,251160,318642,-59427,419864,1584459854.42447,1584459854.42492,1584459854.42537,1584459854.43598,0.011510133743286,0.011973857879639
482,250923,318722,-59471,419768,1584459854.43645,1584459854.4369,1584459854.43735,1584459854.44792,0.011469841003418,0.011929273605347
483,250345,318492,-59454,419709,1584459854.44838,1584459854.44883,1584459854.44928,1584459854.45996,0.011579990386963,0.012163877487183
484,250531,318371,-59727,419798,1584459854.46054,1584459854.46099,1584459854.46145,1584459854.47203,0.011492252349854,0.01195240020752
485,251282,318569,-59882,419588,1584459854.47249,1584459854.47299,1584459854.47345,1584459854.48409,0.011591911315918,0.012061834335327
486,251798,319416,-59670,419550,1584459854.48456,1584459854.48501,1584459854.48546,1584459854.49607,0.011513710021973,0.011978149414063
487,252586,320125,-59690,419410,1584459854.49653,1584459854.49699,1584459854.49744,1584459854.508,0.011470556259155,0.011930227279663
488,252382,319992,-59364,419438,1584459854.50846,1584459854.50891,1584459854.50937,1584459854.51995,0.01148796081543,0.012032985687256
489,252053,319736,-59332,419525,1584459854.5205,1584459854.52095,1584459854.5214,1584459854.53199,0.01149582862854,0.011956691741943
490,251547,319607,-59312,419647,1584459854.53245,1584459854.53291,1584459854.54349,1584459854.54395,0.011497735977173,0.01195764541626
491,251258,319069,-59165,419880,1584459854.54441,1584459854.54486,1584459854.55542,1584459854.55588,0.011472702026367,0.011935949325562
492,251156,319087,-59287,419863,1584459854.55635,1584459854.5568,1584459854.56757,1584459854.56803,0.011680841445923,0.012140035629273
493,251105,319248,-59169,419833,1584459854.56849,1584459854.56894,1584459854.57959,1584459854.70482,0.13633394241333,0.13681697845459
494,249664,318288,-58434,419753,1584459854.7053,1584459854.70576,1584459854.70622,1584459854.7168,0.011490821838379,0.011952638626099
495,250540,318416,-58823,419615,1584459854.71726,1584459854.71771,1584459854.71816,1584459854.72875,0.011496543884277,0.011959791183472
496,251156,318490,-58795,419614,1584459854.72922,1584459854.72968,1584459854.73022,1584459854.74084,0.011621475219727,0.012145042419434
497,252024,319033,-58797,419639,1584459854.74136,1584459854.74182,1584459854.74228,1584459854.75285,0.011491060256958,0.011952638626099
498,252322,319232,-58786,419508,1584459854.75331,1584459854.75377,1584459854.75422,1584459854.7648,0.011488914489746,0.011951684951782
499,251901,318716,-58744,419842,1584459854.76527,1584459854.76572,1584459854.76617,1584459854.77673,0.011466264724732,0.01651406288147
500,251495,318594,-58743,419899,1584459854.78178,1584459854.78231,1584459854.78277,1584459854.78324,0.001461267471313,0.012162685394287
501,250592,317974,-58468,419976,1584459854.79394,1584459854.7944,1584459854.79486,1584459854.79533,0.001382112503052,0.012034893035889
502,249968,317422,-58423,420249,1584459854.80598,1584459854.80644,1584459854.80689,1584459854.80735,0.001374244689941,0.011941432952881
503,249234,316948,-58479,420145,1584459854.81792,1584459854.81837,1584459854.81883,1584459854.81929,0.001365661621094,0.012074232101441
504,-1,316764,-58635,420045,1584459854.82999,1584459854.8307,1584459854.83118,1584459854.83167,0.001680135726929,0.012519359588623
505,250193,317155,-58510,419940,1584459854.84251,1584459854.89388,1584459854.89435,1584459854.89482,0.052305936813355,0.052769422531128
506,249746,316606,-58521,419953,1584459854.89528,1584459854.90587,1584459854.90633,1584459854.90679,0.011505842208862,0.011973142623901
507,249172,316454,-58473,420198,1584459854.90726,1584459854.91786,1584459854.91833,1584459854.91879,0.011535406112671,0.011996746063233
508,248729,316303,-58340,420220,1584459854.91925,1584459854.92986,1584459854.94053,1584459854.941,0.021746158599854,0.022212982177734
509,249001,316237,-58342,420279,1584459854.94147,1584459854.94192,1584459854.94237,1584459854.95297,0.011503458023071,0.011970520019531
510,248712,316461,-58581,420351,1584459854.95344,1584459854.95389,1584459854.96445,1584459854.96491,0.011478662490845,0.011940002441406
511,248710,316484,-58581,420278,1584459854.96538,1584459854.96583,1584459854.9764,1584459854.97687,0.011491775512695,0.011955261230469
512,248789,317084,-58646,420001,1584459854.97733,1584459854.97779,1584459854.98839,1584459854.98886,0.011532545089722,0.012000799179077
513,249295,317475,-58532,420102,1584459854.98933,1584459854.98979,1584459855.00046,1584459855.00093,0.011596202850342,0.012060165405274
514,249908,317789,-58346,420203,1584459855.00139,1584459855.00185,1584459855.01243,1584459855.01289,0.01150107383728,0.011960744857788
515,250077,318101,-58401,420237,1584459855.01335,1584459855.0138,1584459855.02436,1584459855.02482,0.01146936416626,0.011934280395508
516,250380,317966,-58316,420441,1584459855.02529,1584459855.02577,1584459855.0365,1584459855.03699,0.011702537536621,0.012178182601929
517,249899,317803,-58339,420378,1584459855.03747,1584459855.03811,1584459855.04884,1584459855.04953,0.012063026428223,0.012776613235474
518,248895,318805,-58746,419959,1584459855.05024,1584459855.16602,1584459855.1665,1584459855.16696,0.116720676422119,0.117182970046997
519,250029,318496,-58906,419851,1584459855.16742,1584459855.17802,1584459855.17847,1584459855.17893,0.011507272720337,0.01196813583374
520,250420,318243,-58939,419769,1584459855.17939,1584459855.18997,1584459855.19051,1584459855.19097,0.011581659317017,0.012040138244629
521,250860,318550,-59002,419895,1584459855.19143,1584459855.20201,1584459855.20247,1584459855.20293,0.01149320602417,0.011950254440308
522,251137,318752,-59098,419763,1584459855.20338,1584459855.21394,1584459855.21439,1584459855.21485,0.01146411895752,0.011919021606445
523,250682,319063,-59032,419824,1584459855.2153,1584459855.22587,1584459855.22633,1584459855.22679,0.01148271560669,0.011939287185669
524,250544,318928,-59077,419675,1584459855.22724,1584459855.23781,1584459855.23827,1584459855.23873,0.011486053466797,0.01194429397583
525,250003,318709,-59207,419715,1584459855.23919,1584459855.24976,1584459855.25034,1584459855.25081,0.011624813079834,0.012088060379028
526,249596,318449,-59138,419832,1584459855.25127,1584459855.26185,1584459855.26231,1584459855.26276,0.011488914489746,0.011946201324463
527,249287,317640,-59050,419665,1584459855.26322,1584459855.27377,1584459855.27423,1584459855.27468,0.011462926864624,0.011919975280762
528,249273,317468,-59092,419774,1584459855.27514,1584459855.2857,1584459855.28616,1584459855.28662,0.011475324630737,0.0119309425354
529,249534,317424,-59275,419887,1584459855.28707,1584459855.29765,1584459855.2981,1584459855.29856,0.011488437652588,0.01194977760315
530,249471,317493,-59444,419691,1584459855.29902,1584459855.30961,1584459855.31016,1584459855.31062,0.011602640151978,0.012061834335327
531,249897,317821,-59510,419715,1584459855.31108,1584459855.32166,1584459855.32212,1584459855.32258,0.011497259140015,0.011956930160523
532,250331,317938,-59465,419589,1584459855.32304,1584459855.33359,1584459855.33405,1584459855.33451,0.011466264724732,0.011926889419556
533,250337,318254,-59262,419619,1584459855.33497,1584459855.34556,1584459855.34601,1584459855.34648,0.01151180267334,0.01201605796814
534,250004,318322,-59231,419907,1584459855.34698,1584459855.35754,1584459855.35799,1584459855.35845,0.011467695236206,0.011927366256714
535,249065,317705,-59015,419750,1584459855.35891,1584459855.36951,1584459855.36997,1584459855.37053,0.011618375778198,0.012084245681763
536,248482,316960,-58778,419980,1584459855.37099,1584459855.38156,1584459855.38202,1584459855.38248,0.011482000350952,0.011940956115723
537,248048,316122,-58909,420183,1584459855.38294,1584459855.3935,1584459855.39396,1584459855.39442,0.01148247718811,0.011941909790039
538,247941,315692,-58862,420228,1584459855.39488,1584459855.40545,1584459855.4059,1584459855.40636,0.011484861373901,0.011942863464356
539,248101,315469,-58737,420381,1584459855.40682,1584459855.41738,1584459855.41783,1584459855.41829,0.01146936416626,0.011929035186768
540,248510,315352,-58369,420346,1584459855.41875,1584459855.42932,1584459855.42977,1584459855.43032,0.011571884155274,0.012032270431519
541,249085,315511,-59244,420660,1584459855.43078,1584459855.44135,1584459855.4418,1584459855.49281,0.062028408050537,0.062495708465576
542,248330,313336,-59103,420638,1584459855.49328,1584459855.49373,1584459855.49419,1584459855.50476,0.011484622955322,0.011946439743042
543,248211,313333,-59138,420690,1584459855.50522,1584459855.50567,1584459855.50613,1584459855.51669,0.011465549468994,0.011926889419556
544,248375,313142,-59196,420673,1584459855.51715,1584459855.5176,1584459855.51805,1584459855.52863,0.011478662490845,0.011938571929932
545,248461,313365,-59177,420588,1584459855.52909,1584459855.52954,1584459855.53,1584459855.54058,0.01149320602417,0.011955499649048
546,248627,313578,-59424,420285,1584459855.54104,1584459855.5415,1584459855.54196,1584459855.55254,0.011496067047119,0.011961221694946
547,248521,313827,-59326,420249,1584459855.55301,1584459855.55346,1584459855.55391,1584459855.56447,0.011468648910523,0.011927843093872
548,248219,313972,-59297,420462,1584459855.56493,1584459855.56538,1584459855.56584,1584459855.57641,0.011476993560791,0.011936187744141
549,248183,313628,-59428,420460,1584459855.57687,1584459855.57732,1584459855.57777,1584459855.58835,0.011481285095215,0.016642332077026
550,247626,313517,-59186,420564,1584459855.59351,1584459855.59402,1584459855.59448,1584459855.6052,0.011685609817505,0.012153148651123
551,247638,313167,-59337,420432,1584459855.60567,1584459855.60612,1584459855.60657,1584459855.61732,0.011659860610962,0.012131214141846
552,247462,313466,-59423,420373,1584459855.6178,1584459855.61825,1584459855.61871,1584459855.62933,0.011533737182617,0.012001037597656
553,247683,313434,-59434,420463,1584459855.6298,1584459855.63038,1584459855.63084,1584459855.64195,0.012157440185547,0.012741327285767
554,247746,313346,-59426,420406,1584459855.64254,1584459855.64304,1584459855.64353,1584459855.6544,0.011860609054566,0.012364864349365
555,247401,313391,-59172,420491,1584459855.6549,1584459855.65538,1584459855.65586,1584459855.66669,0.011789083480835,0.012291669845581
556,247821,313284,-59159,420503,1584459855.6672,1584459855.66767,1584459855.66814,1584459855.67887,0.011679649353027,0.012151002883911
557,247321,313379,-59109,420475,1584459855.67935,1584459855.67981,1584459855.6804,1584459855.68086,0.001516103744507,0.012153387069702
558,247229,313006,-59018,420466,1584459855.6915,1584459855.69197,1584459855.69244,1584459855.69292,0.001421928405762,0.012015581130982
559,246919,313030,-59120,420432,1584459855.70352,1584459855.70397,1584459855.70443,1584459855.70489,0.001376628875732,0.011966943740845
560,246938,313161,-58977,420387,1584459855.71548,1584459855.71594,1584459855.7164,1584459855.71686,0.001377105712891,0.011945009231567
561,246519,312975,-59168,420342,1584459855.72743,1584459855.72789,1584459855.72834,1584459855.73894,0.011509656906128,0.011972188949585
562,246921,327679,-59254,420245,1584459855.7394,1584459855.73985,1584459855.7404,1584459855.75099,0.011588096618652,0.01205325126648
563,247068,315200,-58533,420296,1584459855.75145,1584459855.75191,1584459855.803,1584459855.80348,0.052022695541382,0.052489280700684
564,246949,314819,-58350,420328,1584459855.80394,1584459855.8044,1584459855.81497,1584459855.81544,0.01149582862854,0.011964797973633
565,246414,314559,-58348,420502,1584459855.81591,1584459855.81636,1584459855.82694,1584459855.8274,0.011494159698486,0.011956930160523
566,246159,314466,-58314,420526,1584459855.82786,1584459855.82832,1584459855.83891,1584459855.83938,0.011513471603394,0.011977672576904
567,245872,314082,-58426,420528,1584459855.83984,1584459855.84039,1584459855.85097,1584459855.85144,0.011599540710449,0.012062788009644
568,245585,314188,-58519,420704,1584459855.8519,1584459855.85236,1584459855.86294,1584459855.86341,0.011503458023071,0.011969089508057
569,245786,314445,-58634,420413,1584459855.86387,1584459855.86433,1584459855.8749,1584459855.87536,0.011484622955322,0.011948108673096
570,245759,314991,-58740,420518,1584459855.87582,1584459855.87628,1584459855.88687,1584459855.88734,0.011518001556397,0.011983871459961
571,246411,315472,-58524,420523,1584459855.88781,1584459855.88826,1584459855.89888,1584459855.89935,0.011549234390259,0.012013673782349
572,246623,315300,-58468,420398,1584459855.89982,1584459855.9004,1584459855.91097,1584459855.91143,0.011615991592407,0.012081861495972
573,246587,315458,-58410,420529,1584459855.9119,1584459855.91236,1584459855.92294,1584459855.92341,0.011506795883179,0.011970043182373
574,246596,314962,-58308,420497,1584459855.92387,1584459855.92432,1584459855.93489,1584459855.93535,0.011477470397949,0.011940479278565
575,246115,314268,-58335,420597,1584459855.93581,1584459855.93628,1584459855.94689,1584459855.94736,0.011545181274414,0.012013912200928
576,245507,313849,-58314,420781,1584459855.94782,1584459855.95839,1584459855.95885,1584459855.95932,0.011498212814331,0.011964559555054
577,245709,313606,-58537,420663,1584459855.95979,1584459855.96039,1584459855.97098,1584459855.97145,0.011655330657959,0.01211953163147
578,246259,313791,-58397,420643,1584459855.97191,1584459855.97236,1584459855.98294,1584459855.98341,0.011500597000122,0.011960744857788
579,246696,314067,-58280,420570,1584459855.98387,1584459855.98432,1584459855.99494,1584459855.99541,0.011536836624146,0.012002468109131
580,247223,314253,-58634,420506,1584459855.99587,1584459855.99632,1584459856.0069,1584459856.00736,0.011492252349854,0.011953592300415
581,247114,314392,-58677,420580,1584459856.00783,1584459856.00828,1584459856.01885,1584459856.01931,0.011482954025269,0.011942863464356
582,247195,313917,-58701,420506,1584459856.01977,1584459856.0203,1584459856.03088,1584459856.03135,0.011576652526856,0.012038946151733
583,246797,313405,-58686,420608,1584459856.03181,1584459856.03226,1584459856.04286,1584459856.04333,0.011521816253662,0.011983871459961
584,246115,312678,-58562,420573,1584459856.04379,1584459856.04425,1584459856.05482,1584459856.05528,0.011487722396851,0.011950016021729
585,245731,312080,-58893,420755,1584459856.05574,1584459856.05624,1584459856.06683,1584459856.0673,0.011555433273316,0.012020826339722
586,245457,311952,-59022,420992,1584459856.06776,1584459856.06821,1584459856.07878,1584459856.07923,0.011472225189209,0.011934757232666
587,245937,311652,-59309,420725,1584459856.0797,1584459856.08024,1584459856.09083,1584459856.09129,0.011594533920288,0.012054204940796
588,246087,311860,-59563,420584,1584459856.09175,1584459856.09221,1584459856.10279,1584459856.10326,0.01151180267334,0.011972188949585
589,246471,311834,-59622,420570,1584459856.10372,1584459856.10418,1584459856.11475,1584459856.11521,0.011488437652588,0.011948585510254
590,246819,311836,-59755,420440,1584459856.11567,1584459856.11613,1584459856.1267,1584459856.12716,0.011490106582642,0.011950016021729
591,246809,311794,-59657,420557,1584459856.12762,1584459856.12807,1584459856.13864,1584459856.1391,0.011477947235108,0.011938571929932
592,246953,311365,-59558,420465,1584459856.13956,1584459856.14001,1584459856.15068,1584459856.15115,0.011585712432861,0.012048244476318
593,246475,311320,-59515,420684,1584459856.15161,1584459856.15206,1584459856.16263,1584459856.16309,0.011485099792481,0.011946678161621
594,246518,311247,-59438,420843,1584459856.16356,1584459856.16402,1584459856.17459,1584459856.17505,0.011497735977173,0.011958599090576
595,246457,311269,-59555,420654,1584459856.17551,1584459856.17597,1584459856.18655,1584459856.18707,0.011555194854736,0.012021541595459
596,246364,311995,-59360,420654,1584459856.18754,1584459856.188,1584459856.19859,1584459856.19906,0.011528730392456,0.011999130249024
597,246603,312167,-59029,420767,1584459856.19953,1584459856.19999,1584459856.2106,1584459856.21108,0.011545181274414,0.022117137908936
598,246029,312464,-58377,420861,1584459856.22165,1584459856.22211,1584459856.22257,1584459856.22303,0.001373052597046,0.01195502281189
599,245025,312318,-57721,421003,1584459856.23361,1584459856.23407,1584459856.23452,1584459856.24509,0.011485099792481,0.017090559005737
600,244044,312298,-57157,421285,1584459856.2507,1584459856.25122,1584459856.25169,1584459856.25215,0.001453399658203,0.001918792724609
601,243252,312602,-56627,421469,1584459856.25262,1584459856.25307,1584459856.26506,1584459856.26563,0.013010025024414,0.013525485992432
602,242415,312572,-56298,421491,1584459856.26614,1584459856.26668,1584459856.2672,1584459856.27794,0.011794090270996,0.012279510498047
603,241839,312821,-55973,421470,1584459856.27842,1584459856.27889,1584459856.27935,1584459856.28998,0.011556148529053,0.012233972549439
604,240875,312712,-55821,421658,1584459856.29066,1584459856.29118,1584459856.29165,1584459856.30248,0.011828660964966,0.012325763702393
605,240878,312950,-55947,421670,1584459856.30298,1584459856.30347,1584459856.30395,1584459856.31493,0.011949300765991,0.012449502944946
606,241523,313680,-55820,421575,1584459856.31543,1584459856.31591,1584459856.31639,1584459856.32722,0.011786460876465,0.01230788230896
607,242266,313834,-56009,421505,1584459856.32774,1584459856.32822,1584459856.32872,1584459856.33941,0.011673212051392,0.012150049209595
608,242667,314577,-56057,421353,1584459856.33989,1584459856.34046,1584459856.34097,1584459856.35161,0.011723041534424,0.01220703125
609,242735,315019,-55685,421260,1584459856.3521,1584459856.35256,1584459856.35302,1584459856.36362,0.011520147323608,0.011993169784546
610,242771,315025,-55870,421220,1584459856.36409,1584459856.36457,1584459856.36504,1584459856.37564,0.011551856994629,0.012017965316773
611,242001,314988,-55839,421381,1584459856.37611,1584459856.37657,1584459856.37703,1584459856.3876,0.011495590209961,0.011965274810791
612,241564,315193,-55810,421471,1584459856.38807,1584459856.38855,1584459856.38902,1584459856.39968,0.011608600616455,0.012176990509033
613,241506,315881,-55790,421062,1584459856.40025,1584459856.40071,1584459856.40118,1584459856.41177,0.011524438858032,0.062572002410889
614,242572,320218,-55398,420890,1584459856.46282,1584459856.46329,1584459856.46375,1584459856.46422,0.001397371292114,0.012032270431519
615,241510,319818,-55267,420911,1584459856.47485,1584459856.47532,1584459856.47579,1584459856.47626,0.001404285430908,0.01198673248291
616,240077,319033,-55488,420887,1584459856.48684,1584459856.48731,1584459856.48777,1584459856.48824,0.001404285430908,0.012061357498169
617,240141,318515,-55484,420955,1584459856.4989,1584459856.49937,1584459856.49983,1584459856.50046,0.001559257507324,0.012172937393189
618,242627,319279,-55645,421096,1584459856.51107,1584459856.51154,1584459856.512,1584459856.51247,0.001397609710693,0.012018918991089
619,246025,321002,-55911,420899,1584459856.52309,1584459856.52356,1584459856.52402,1584459856.5245,0.001406908035278,0.011983633041382
620,247015,321407,-55777,420718,1584459856.53508,1584459856.53554,1584459856.536,1584459856.53647,0.00139594078064,0.012012243270874
621,244855,320951,-55855,420777,1584459856.54709,1584459856.54755,1584459856.54801,1584459856.54848,0.001386880874634,0.012015342712402
622,240396,319695,-55703,420857,1584459856.5591,1584459856.55957,1584459856.56003,1584459856.5606,0.00149941444397,0.012096643447876
623,232947,316349,-55673,421345,1584459856.5712,1584459856.57166,1584459856.57213,1584459856.57261,0.001406192779541,0.012011051177979
624,224469,311714,-55601,421693,1584459856.58321,1584459856.58368,1584459856.58414,1584459856.5846,0.001392602920532,0.012001752853394
625,215844,305959,-55700,421310,1584459856.59521,1584459856.59568,1584459856.59615,1584459856.59665,0.001433372497559,0.012051343917847
626,208581,300435,-56416,421467,1584459856.60727,1584459856.60773,1584459856.60819,1584459856.60866,0.001398801803589,0.012017488479614
627,204750,296316,-56913,421364,1584459856.61928,1584459856.61974,1584459856.6203,1584459856.62081,0.001529455184937,0.012107133865357
628,204273,292509,-57857,420941,1584459856.63139,1584459856.63185,1584459856.63231,1584459856.63278,0.001388549804688,0.011983156204224
629,205249,288017,-59058,420776,1584459856.64337,1584459856.64383,1584459856.6443,1584459856.6448,0.00142502784729,0.012022256851196
630,204696,281988,-59817,420632,1584459856.6554,1584459856.65585,1584459856.65632,1584459856.66695,0.011552572250366,0.012022018432617
631,199506,273377,-60391,420715,1584459856.66742,1584459856.66788,1584459856.66834,1584459856.67892,0.011498212814331,0.022093772888184
632,171938,250419,-60383,421262,1584459856.68951,1584459856.68997,1584459856.69053,1584459856.69102,0.001512050628662,0.012116432189941
633,154586,239763,-59908,421969,1584459856.70163,1584459856.70209,1584459856.70255,1584459856.70303,0.001397609710693,0.012017965316773
634,136447,229860,-59401,422477,1584459856.71365,1584459856.71412,1584459856.7146,1584459856.71509,0.001447200775146,0.012048244476318
635,117505,221753,-58527,422935,1584459856.72569,1584459856.72616,1584459856.72663,1584459856.7271,0.001408815383911,0.011992931365967
636,97680,216077,-57392,423667,1584459856.73769,1584459856.73815,1584459856.73863,1584459856.73912,0.001429080963135,0.012024164199829
637,79112,211425,-56083,423876,1584459856.74971,1584459856.75027,1584459856.75073,1584459856.7512,0.001488447189331,0.012126207351685
638,64501,208357,-55210,424140,1584459856.76184,1584459856.7623,1584459856.76281,1584459856.76328,0.001446485519409,0.012033224105835
639,52720,206205,-54420,424439,1584459856.77387,1584459856.77433,1584459856.77479,1584459856.77526,0.001388072967529,0.011979341506958
640,43716,204743,-53646,424514,1584459856.78585,1584459856.78631,1584459856.78682,1584459856.78729,0.001436233520508,0.012013912200928
641,37376,203629,-53302,424746,1584459856.79786,1584459856.79832,1584459856.79879,1584459856.79925,0.001390218734741,0.012049436569214
642,34334,203282,-53352,424741,1584459856.80991,1584459856.81047,1584459856.81098,1584459856.81145,0.001534700393677,0.012118339538574
643,33676,203644,-53226,424698,1584459856.82203,1584459856.82249,1584459856.82295,1584459856.82343,0.001397848129272,0.011985063552857
644,33523,203754,-53128,424886,1584459856.83402,1584459856.83448,1584459856.83497,1584459856.83544,0.00142502784729,0.012013673782349
645,33582,203906,-53083,424978,1584459856.84603,1584459856.84649,1584459856.84695,1584459856.84742,0.001387596130371,0.012017250061035
646,33760,203899,-53067,424800,1584459856.85805,1584459856.85853,1584459856.85902,1584459856.85949,0.001441955566406,0.012129306793213
647,33763,203638,-53224,424740,1584459856.87018,1584459856.87064,1584459856.8711,1584459856.87157,0.00139045715332,0.011968612670899
648,33543,203828,-53154,424706,1584459856.88215,1584459856.88263,1584459856.8831,1584459856.88357,0.001425743103027,0.012016534805298
649,33431,203858,-53081,424909,1584459856.89416,1584459856.89462,1584459856.89508,1584459856.89555,0.001388072967529,0.016619682312012
650,33261,203713,-53351,424785,1584459856.91078,1584459856.91129,1584459856.91176,1584459856.91223,0.0014488697052,0.00191330909729
651,33564,203842,-53489,424756,1584459856.91269,1584459856.9234,1584459856.92387,1584459856.92434,0.011646270751953,0.022347927093506
652,33531,203961,-53459,424911,1584459856.93504,1584459856.93551,1584459856.93597,1584459856.93644,0.001394271850586,0.012014627456665
653,33469,203861,-53386,424843,1584459856.94706,1584459856.94753,1584459856.948,1584459856.94847,0.001415491104126,0.012323141098023
654,33493,203798,-53175,424791,1584459856.95938,1584459856.95989,1584459856.96064,1584459856.9612,0.001819849014282,0.012655973434448
655,33372,203768,-53174,424699,1584459856.97204,1584459856.97257,1584459856.97307,1584459856.97356,0.001523017883301,0.002011775970459
656,33301,203701,-53355,424555,1584459856.97405,1584459856.98488,1584459856.98538,1584459856.98598,0.011926889419556,0.012417316436768
